rfid	soc_totalti_max	soc_totalti_16_5	soc_totalti_13_5	soc_totalti_10_5	soc_totalti_7_5	soc_totalti_4_5	soc_totalti_1_5	soc_totalti	soc_totalrf	soc_totalrs_max	soc_totalrs_16_5	soc_totalrs_13_5	soc_totalrs_10_5	soc_totalrs_7_5	soc_totalrs_4_5	soc_totalrs_1_5	soc_totalrs	soc_opconti_max	soc_opconti_16_5	soc_opconti_13_5	soc_opconti_10_5	soc_opconti_7_5	soc_opconti_4_5	soc_opconti_1_5	soc_opconti	soc_opconrf	soc_opconrs_max	soc_opconrs_16_5	soc_opconrs_13_5	soc_opconrs_10_5	soc_opconrs_7_5	soc_opconrs_4_5	soc_opconrs_1_5	soc_opconrfq	soc_opconrs	soc_midconti_max	soc_midconti_16_5	soc_midconti_13_5	soc_midconti_10_5	soc_midconti_7_5	soc_midconti_4_5	soc_midconti_1_5	soc_midconti	soc_midconrf	soc_midconrs_max	soc_midconrs_16_5	soc_midconrs_13_5	soc_midconrs_10_5	soc_midconrs_7_5	soc_midconrs_4_5	soc_midconrs_1_5	soc_midconrfq	soc_midconrs	soc_socialti_max	soc_socialti_16_5	soc_socialti_13_5	soc_socialti_10_5	soc_socialti_7_5	soc_socialti_4_5	soc_socialti_1_5	soc_socialti	soc_socialrf	soc_socialrs_max	soc_socialrs_16_5	soc_socialrs_13_5	soc_socialrs_10_5	soc_socialrs_7_5	soc_socialrs_4_5	soc_socialrs_1_5	soc_socialrfq	soc_socialrs	soc_age	soc_box_id
CC1DCD19C1	11229	7551	6512	11229	8218	9213	5074	47797	41	54	12	10	8	24	11	54	119	5046		1437	3797	5046	4398	1659	16337	10	32	0	2	5	15	4	32	0.487394958	58	1584		1584		368	810	680	3442	8	9	8	4	0	1	3	9	0.210084034	25	7551	7551	3491	7432	2804	4005	2735	28018	23	13	4	4	3	8	4	13	0.302521008	36	78	S3
CC1DCD19C6	10888	5481	2723	6197	10888	7738	7380	40407	57	85	4	5	17	53	85	74	238	2798	1284	803	2690	2192	2211	2798	11978	22	16	2	2	8	12	7	16	0.197478992	47	1907	1776		59	1720	1907	322	5784	13	15	1	1	1	6	8	15	0.134453782	32	6976	2421	1920	3448	6976	3620	4260	22645	22	70	1	2	8	35	70	43	0.668067227	159	79	S3
CC1DCD19E4	6911	2476	5668	6911	3053	6063	5695	29866	64	78	12	8	26	47	49	78	220	2720	1509	2720	225	1316	1726	1943	9439	22	39	2	3	8	16	12	39	0.363636364	80	946	239	254	881	786	475	946	3581	17	12	1	2	12	6	9	12	0.190909091	42	5805	728	2694	5805	951	3862	2806	16846	25	28	9	3	6	25	28	27	0.445454545	98	78	S4
CC1DCD19C3	4335	1729	3364	2420	4335	2529	1964	16341	42	42	17	22	5	8	16	42	110	2530		2530	962	935	581	886	5894	12	23	12	3	2	2	8	23	0.454545455	50	3162	1428	704		3162	1362	944	7600	17	10	3	2	0	4	4	10	0.209090909	23	1458	301	130	1458	238	586	134	2847	13	17	2	17	3	2	4	9	0.336363636	37	79	S4
CC1DCD19DC	13625	5402	7696	13625	8413	8259	5748	49143	76	69	32	13	15	29	56	69	214	5837	293	5837	3663	1604	3457	1811	16665	24	18	9	7	3	9	12	18	0.271028037	58	2287	132	124	2226	1937	2287	154	6860	19	23	13	2	4	7	14	23	0.294392523	63	7736	4977	1735	7736	4872	2515	3783	25618	33	30	10	4	8	13	30	28	0.434579439	93	79	S5
CC1DCD19F7	8166	6441	3248	6183	8166	4398	6379	34815	65	78	29	11	38	32	40	78	228	3286	3088		3286	692	1404	2108	10578	23	19	11	2	16	9	5	19	0.271929825	62	1883	308	445	589	1759	1086	1883	6070	17	27	8	4	7	8	9	27	0.276315789	63	5715	3045	2803	2308	5715	1908	2388	18167	25	32	10	5	15	15	26	32	0.451754386	103	79	S5
CC1DCD19BC	19553	13045	19553	16018	11474	13883	6571	80544	74	99	42	30	46	91	97	99	405	11865	10713	11148	11865	5826	8395	1160	49107	27	32	21	9	19	14	19	32	0.281481481	114	2369	72	1024	2369	2365	2060	490	8380	23	29	3	5	14	8	9	29	0.167901235	68	7381	2260	7381	1784	3283	3428	4921	23057	24	69	18	16	13	69	69	38	0.550617284	223	78	S6
CC1DCD19E5	9881	7135	9072	9344	6922	9881	5042	47396	80	75	56	37	57	22	55	75	302	6369	1800	6369	811	3584	2960	1307	16831	27	26	5	25	3	9	26	26	0.311258278	94	3291	2108	1197	3291	3097	2335	2451	14479	36	43	20	5	43	6	11	25	0.364238411	110	5242	3227	1506	5242	241	4586	1284	16086	17	31	31	7	11	7	18	24	0.324503311	98	79	S6
CC1DCD1956	4429	2125	1651	4429	2946	3204	2190	16545	48	49	4	9	10	27	49	45	144	1885	1885	1146	358	808	1108	478	5783	15	14	1	5	1	7	12	14	0.277777778	40	1455	240	382	1455	1411	330	1148	4966	16	23	1	2	4	5	23	19	0.375	54	2616		123	2616	727	1766	564	5796	17	15	2	2	5	15	14	12	0.347222222	50	84	S7
CC1DCD19B3	10555	7595	7132	8591	10555	4280	8696	46849	77	97	18	30	60	57	97	88	350	5550	4764	1852	1871	5550	261	2858	17156	26	22	10	6	22	15	11	22	0.245714286	86	2412	563	2412	1956	1640	261	1770	8602	20	31	2	4	21	6	31	21	0.025714286	85	4764	2268	2868	4764	3365	3758	4068	21091	31	55	6	20	17	36	55	45	0.511428571	179	79	S7
CC1DCD19AA	14994	5747	7071	14994	7274	6757	4358	46201	79	71	27	31	26	43	50	71	248	4961	2739	1163	4961	3204	2200	2983	17250	29	26	14	18	6	18	19	26	0.407258065	101	1307	486	930	1307	806	734	651	6286	21	24	4	6	12	14	17	24	0.310483871	77	8726	1150	4978	8726	3264	3823	724	22665	29	21	9	7	8	11	14	21	0.282258065	70	77	S8
CC1DCD19BB	8876	8628	8876	6228	7688	7198	7923	46541	76	111	25	26	30	25	53	111	270	6442	6442	1374	2016	2759	2111	4086	18788	28	33	11	11	5	14	21	33	0.351851852	95	1979	120	1389	213	620	1979	1037	5358	24	31	4	3	16	4	19	31	0.285185185	77	6113	2066	6113	3999	4309	3108	2800	22395	24	47	10	12	9	7	13	47	0.362962963	98	77	S8
CC1DCD19EE	14130	6500	9302	6934	14130	12014	6407	55287	82	84	34	15	31	45	58	84	267	4406	1654	1386	2053	3778	4406	1240	14517	21	29	6	5	5	29	15	23	0.310861423	83	2902	1029	199	1433	2902	1566	865	7994	27	34	16	3	7	7	11	34	0.02247191	78	7717	3817	7717	3448	7450	6042	4302	32776	34	32	12	7	19	9	32	27	0.397003745	106	77	S1
CC1DCD19FD	17821	10345	5288	17821	6464	8682	2782	51382	77	113	51	54	44	45	76	113	383	10025	2984	3689	10025	3262	3461	901	24322	35	56	40	29	9	17	56	47	0.516971279	198	2531	2531		1774	781	1930	243	7259	18	22	6	0	5	4	6	22	0.11227154	43	6022	4830	1599	6022	2421	3291	1638	19801	24	44	5	25	30	24	14	44	0.37075718	142	77	S1
CC1DCD19DD																																																																								77	
CC1DCD1954	9757	9678	9757	6207	9413	3297	7474	45826	60	99	15	17	14	27	13	99	185	5325	5325	1953	702	2232	1061	2365	13638	20	30	5	7	3	11	4	30	0.324324324	60	1928	1343	691	404	1928	66	771	5203	15	46	4	3	2	9	3	46	0.362162162	67	7113	3010	7113	5101	5253	2170	4338	26985	25	23	6	7	9	7	6	23	0.313513514	58	88	S3
CC1DCD194F	17442	17442	9170	11125	6975	13844	10088	68644	60	93	33	30	22	42	48	93	268	7789	3112	7789	3575	2476	6450	3955	27357	20	33	22	9	6	24	10	33	0.388059701	104	3245	1428	1215	3245	1016	2720	2013	11637	19	34	1	15	8	9	20	34	0.324626866	87	12902	12902	166	4305	3483	4674	4120	29650	21	26	10	6	8	9	18	26	0.287313433	77	85	S3
CC1DCD196D	13524	13524	7893	11035	12924	11413	8620	65409	91	117	73	66	61	84	78	117	479	8127	8127	1273	2884	6685	4316	3540	26825	35	42	24	20	27	14	24	42	0.315240084	151	4051	3587	3290	2120	123	4051	1685	14856	24	48	28	6	26	47	25	48	0.375782881	180	6116	1810	3330	6031	6116	3046	3395	23728	32	40	21	40	8	23	29	27	0.308977035	148	87	S4
CC1DCD1996	10253		3660	7240	10253	9254	6379	43092	32	106	0	3	12	106	20	42	183	7584		1766	2539	3650	7584	674	16213	11	88	0	1	8	88	3	21	0.661202186	121	3202		37	3202	2308	457	1950	7954	11	9	0	1	2	9	1	6	0.103825137	19	4295		1857	1499	4295	1213	3755	18925	10	16	0	1	2	9	16	15	0.234972678	43	88	S4
CC1DCD1974	13753	8857	7271	13753	11552	12784	4818	59035	87	94	26	59	50	43	94	94	366	5235	5235	2007	2719	2879	4210	1018	18068	27	21	6	8	20	3	19	21	0.210382514	77	2054	470	1027	2054	1269	1551	1473	7844	32	31	2	14	13	21	31	17	0.267759563	98	8980	3152	4237	8980	7404	4869	2327	33123	28	56	18	37	17	19	44	56	0.521857923	191	87	S5
CC1DCD198C	24078	13600	20044	14870	24078	18854	13122	104568	74	83	21	22	13	28	35	83	202	10575	9715	10172	1009	10575	10302	4138	45911	27	27	16	11	6	16	19	27	0.47029703	95	2461	1330	438	1915	1191	2461	1921	9256	17	14	2	2	2	4	11	14	0.173267327	35	12312	2555	9434	11946	12312	6091	7063	49401	30	42	3	9	5	8	5	42	0.356435644	72	88	S5
CC1DCD195D	16906	7916	16906	13645	13355	9556	11276	72654	72	147	55	39	33	40	115	147	429	10259	4664	8633	10259	2994	4959	3654	35163	24	48	26	2	4	9	48	44	0.31002331	133	4637	3252	2795	3100	1798	1438	4637	17020	22	70	5	7	1	4	19	70	0.247086247	106	8563		5478	286	8563	3159	2985	20471	26	48	24	30	28	27	48	33	0.442890443	190	87	S6
CC1DCD1942	20885	12257	18926	13803	20885	15045	11392	92308	91	189	115	59	49	94	98	189	604	10097	3361	6910	2824	10097	4315	6685	34192	31	51	21	29	15	24	29	51	0.279801325	169	6278	1733	3816	3182	6278	1449	1903	18361	27	52	18	8	19	27	26	52	0.248344371	150	9281	7163	8200	7797	4510	9281	2804	39755	33	86	76	22	15	43	43	86	0.471854305	285	88	S6
CC1DCD194E	5948	2537	5539	2390	5469	4043	5948	25926	66	94	25	19	27	41	69	94	275	2373	1867	2373	949	1827	1317	1491	9824	24	28	12	10	16	11	19	28	0.349090909	96	2492	670	942	1021	1666	404	2492	7195	22	34	3	3	4	13	14	34	0.258181818	71	2322		2224	420	1976	2322	1965	8907	20	36	10	6	7	17	36	32	0.392727273	108	88	S7
CC1DCD197B	14345	11363	11712	14345	10361	11100	8768	67649	86	214	136	93	80	214	152	123	798	5800	1492	5800	1335	4306	4351	3458	20742	31	119	119	71	10	72	80	63	0.520050125	415	2862	280	556	996	2862	1350	1303	7347	24	88	2	3	41	88	40	28	0.253132832	202	12014	9591	5356	12014	3193	5399	4007	39560	31	54	15	19	29	54	32	32	0.226817043	181	88	S7
CC1DCD1979	10045	7073	4787	6359	8845	10045	5110	42219	75	122	18	15	26	77	122	114	372	6661	1941	1225	2734	6661	3292	2356	18209	27	44	9	4	8	23	36	44	0.333333333	124	2570	2473	1719	176	493	2570	676	8107	23	35	4	4	4	8	35	34	0.239247312	89	4183	2659	1843	3449	1691	4183	2078	15903	25	51	5	7	14	46	51	36	0.427419355	159	86	S8
CC1DCD1955	12955	6515	10911	12955	12865	12201	7936	63383	73	73	15	15	37	73	47	61	248	5071	911	534	2288	2962	5071	2825	14591	23	25	2	4	16	25	16	18	0.326612903	81	3615	636	3432	3218	3615	1585	1374	14401	24	25	3	4	5	25	13	20	0.282258065	70	7449	4427	6945	7449	6288	5545	3737	34391	26	23	10	7	16	23	18	23	0.391129032	97	87	S8
CC1DCD1984	13694	6459	7034	13694	11047	9857	7153	55244	59	67	38	12	13	23	52	67	205	3066	1336	267	3061	432	3066	1663	9825	19	18	2	6	6	2	8	18	0.204878049	42	3823	1207	86	3143	1364	3823	824	10447	15	27	1	4	3	2	19	27	0.273170732	56	9251	3916	6681	7490	9251	2968	4666	34972	25	35	35	2	4	19	25	22	0.52195122	107	86	S1
CC1DCD1959	21629	8441	11225	12678	21629	10855	13623	78451	85	137	130	61	39	44	71	137	482	9337	2082	7747	7511	9337	5183	8750	40610	30	74	74	36	20	24	26	69	0.51659751	249	3589	1443	1165	649	3589	1516	1557	9919	25	29	29	9	11	10	16	27	0.211618257	102	6792	3068	2313	4518	6792	4156	3316	27922	30	41	27	16	8	10	29	41	0.271784232	131	86	S1
CC1DCD195F	28163	17147	8842	28163	15248	13474	8960	91834	72	97	36	7	24	41	82	97	287	8287	5400	8287	4534	3719	5331	1531	29575	20	41	3	3	6	11	21	41	0.296167247	85	3834	1690	437	3260	217	3834	1719	11157	26	28	6	3	4	5	28	27	0.017421603	73	19596	10057	118	19596	11312	4309	5710	51102	26	33	27	1	14	25	33	29	0.449477352	129	86	S2
CC1DCD1945	16662	8375	16662	9969	7511	13081	8427	64025	69	102	13	33	102	15	45	84	292	6099	1215	6099	3341	3276	2123	1788	17842	24	22	4	16	6	6	6	22	0.205479452	60	4079	540	4079	1076	1421	1575	1231	9922	21	91	4	13	91	6	15	22	0.010273973	151	9383	6620	6484	5552	2814	9383	5408	36261	24	40	5	4	5	3	24	40	0.27739726	81	86	S2
CC1DCD199F	15339	10543	15339	13954	5155	12911	5480	63382	69	126	12	74	126	44	64	112	432	3031	3031	2963	1931	1734	1620	1526	12805	24	69	3	69	31	7	19	48	0.409722222	177	2467		52	1600	79	2467	1609	5807	17	35	1	1	10	14	16	35	0.013888889	77	12324	7512	12324	10423	3342	8824	2345	44770	28	85	8	4	85	23	29	29	0.412037037	178	86	S3
CC1DCD196A	7713	7250	5862	4766	6013	7713	6138	38990	62	87	32	70	87	23	41	71	324	2953	2941	1551	2464	1791	2953	2278	15226	24	39	9	6	39	8	7	21	0.277777778	90	1661	1097	957	1526	118	1661	1217	6576	18	26	2	3	2	6	13	26	0.00308642	52	4104	3212	3354	776	4104	3099	2643	17188	20	61	21	61	46	9	21	24	0.561728395	182	87	S3
CC1DCD198D	15437	4215	12053	15437	10569	4242	10130	56646	67	101	28	43	51	18	45	101	286	3759	938	3759	2590		1485	858	9630	19	30	5	6	2	1	18	30	0.216783217	62	3859	1192	301	3756	2046	1106	3859	12260	21	39	8	9	8	6	10	39	0.27972028	80	9091	2085	7993	9091	8523	1651	5413	34756	27	41	15	28	41	11	17	32	0.503496503	144	84	S4
CC1DCD197C	10398	10398	8708	7375	8360	7578	8224	50643	64	44	14	11	9	8	34	44	120	6574	6574	24	2587	1097	4026	1448	15756	21	17	3	4	3	2	11	17	0.333333333	40	2968	1640	1105	81	2968	1290	2309	9393	22	11	5	2	3	4	9	11	0.025	34	7579	2184	7579	4707	4295	2262	4467	25494	21	16	6	5	3	2	14	16	0.383333333	46	84	S4
CC1DCD193D	18316	6105	13963	16946	5959	18316	11895	73184	77	147	52	37	44	65	91	147	436	2876	2474	2876	923	1393	1063	2259	10988	23	24	7	17	10	5	21	24	0.19266055	84	1338	614	299	1053	1248	1338	1241	5793	22	50	10	2	10	31	23	50	0.288990826	126	15915	3017	10788	14970	3318	15915	8395	56403	32	73	35	18	24	29	47	73	0.518348624	226	86	S5
CC1DCD1947	21584	21584	13717	11698	16222	13559	8511	85291	82	147	117	42	72	58	83	147	519	12135	12135	4279	8863	12087	6295	2460	46119	32	66	66	21	45	31	37	64	0.50867052	264	3781	721	1144	1522	487	3781	2045	9700	20	36	8	3	5	15	17	36	0.161849711	84	8728	8728	8294	1313	3648	3483	4006	29472	30	47	43	18	22	12	29	47	0.329479769	171	84	S5
CC1DCD1969	22126	14072	15435	22126	11874	18393	10449	92349	76	167	54	55	92	98	45	167	511	8637	6360	3914	8637	2554	3371	2065	26901	28	33	22	16	10	20	8	33	0.213307241	109	7012	7012	4059	492	369	1581	1708	18249	22	61	22	29	4	61	18	58	0.375733855	192	13441	700	7462	9969	8951	13441	6676	47199	26	78	10	10	78	17	19	76	0.410958904	210	81	S6
CC1DCD1944	12379	11778	10829	10423	12379	9566	9989	64964	73	101	58	39	21	59	101	89	367	10047	5421	2892	10047	8487	3198	1455	31500	28	44	16	15	7	24	35	44	0.384196185	141	2532	1535	2532	126	825	1189	1511	7718	18	24	3	3	12	7	12	24	0.166212534	61	7023	4822	5405	250	3067	5179	7023	25746	27	54	39	21	2	28	54	21	0.449591281	165	82	S6
CC1DCD1998	7999	4348	6169	5911	5550	7999	7629	37606	61	94	26	19	12	31	49	94	231	4046		1747	4046	2368	2787	2424	13372	20	31	0	5	5	5	31	24	0.303030303	70	2974	742	1473	240	734	2647	2974	8810	16	46	1	9	3	12	8	46	0.341991342	79	3606	3606	2949	1625	2448	2565	2231	15424	25	25	25	5	4	14	10	24	0.354978355	82	80	S7
CC1DCD1995	12646	1548	8586	9183	6833	9320	12646	48116	80	95	34	41	29	73	57	95	329	3763	223	1263	2541	607	3763	2457	10854	27	25	11	3	4	10	9	25	0.188449848	62	3996	256	377	474	2653	3472	3996	11228	24	29	7	8	3	6	22	29	0.227963526	75	6946	1069	6946	6168	3573	1460	6193	26034	29	57	16	30	22	57	26	41	0.583586626	192	87	S7
CC1DCD199D	10489	8635	6392	3475	10489	6304	5471	40766	91	114	36	51	34	58	70	114	363	4159	3423	1696	1389	4159	2488	1428	14583	35	37	8	8	11	24	26	37	0.314049587	114	3510	3510	577	436	436	1662	1226	7847	24	40	13	4	9	11	19	40	0.26446281	96	5894	1702	4119	1650	5894	2154	2817	18336	32	39	15	39	14	23	25	37	0.421487603	153	82	S8
CC1DCD1958	12146	3770	4288	12146	10652	8133	7502	46491	63	69	34	59	28	54	69	63	307	4520	1394	314	4520	2367	3131	3554	15280	21	32	27	32	3	8	17	24	0.361563518	111	4583	114	248	2834	434	4583	780	8993	18	37	4	2	10	9	37	22	0.273615635	84	7851	2262	3726	4792	7851	419	3168	22218	24	37	3	25	15	37	15	17	0.364820847	112	83	S8
CC1DCD19CB	19839	19839	15863	9878	15930	10717	11225	83452	73	133	49	67	66	110	94	133	519	14874	14874	1563	2435	8335	6897	8648	42752	35	45	31	26	37	28	32	45	0.383429672	199	3394	109	115	3394	1498	1072	777	10775	15	52	3	14	14	52	10	44	0.263969171	137	10375	4856	10375	4049	6097	2748	1800	29925	23	52	15	27	15	30	52	44	0.352601156	183	80	S1
CC1DCD19B2	19146	9966	11383	14207	17129	19146	12159	83990	95	243	39	79	114	86	243	188	749	8387	2735	1025	4245	8387	4803	3694	24889	31	58	12	19	51	17	30	58	0.249666222	187	4154	984	4154	3429	2976	2291	2195	17790	26	153	8	18	36	49	153	33	0.396528705	297	12052	6247	6204	4772	5766	12052	6270	41311	38	97	19	42	27	20	60	97	0.353805073	265	81	S1
CC1DCD1957	17776	3178	2377	11927	6991	17776	8834	51083	65	73	19	11	34	32	49	73	218	10772	911	308	6860	4624	10772	6576	30051	30	22	14	7	18	12	8	22	0.371559633	81	2071		659	1821	2071	1971	1327	7849	20	17	0	2	9	4	11	17	0.197247706	43	5033	2267	1410	3246	296	5033	931	13183	15	34	5	2	7	16	30	34	0.431192661	94	80	S2
CC1DCD19A4	8026	5987	5847	7101	8026	7957	7732	42650	67	83	24	9	11	13	41	83	181	4739	3126	4382	2234	4739	856	2680	18017	24	24	12	2	4	4	15	24	0.337016575	61	2422	850	1040	1041	591	2422	1589	7533	24	27	8	5	3	5	18	27	0.364640884	66	4679	2011	425	3826	2696	4679	3463	17100	19	32	4	2	4	4	8	32	0.298342541	54	80	S2
CC1DCD19D4	9467	6073	7587	3107	9467	5137	4523	35894	79	116	38	45	57	75	77	116	408	1620	437	1561	1620	1526	1323	1209	7676	30	43	24	12	43	20	12	32	0.350490196	143	5558	1697	536	989	5558	405	2116	11301	26	44	5	10	4	27	44	42	0.323529412	132	5490	3939	5490	498	2383	3409	1198	16917	23	42	9	23	10	28	21	42	0.325980392	133	79	S3
CC1DCD19C2	12909	9682	4111	12909	8773	5038	6134	46647	70	113	18	113	43	91	47	94	406	5824	863	241	5824	3357	2193	2319	14797	25	63	3	13	18	63	16	45	0.389162562	158	5810	417	1753	5810	68	503	1502	10053	16	17	1	4	14	7	17	15	0.142857143	58	8402	8402	2117	1275	5348	2342	2313	21797	29	96	14	96	11	21	14	34	0.467980296	190	80	S3
CC1DCD1960	16167	7720	16167	13375	5235	11111	5190	58798	81	115	61	53	32	67	115	115	443	7149	5082	4530	7149	3137	5391	2164	27453	24	41	23	10	6	16	41	28	0.279909707	124	8677	2564	8677	3723	694	3771	1804	21233	26	50	37	32	8	11	50	49	0.006772009	187	2960	74	2960	2503	1404	1949	1222	10112	31	40	1	11	18	40	24	38	0.297968397	132	80	S4
CC1DCD19A2	12436	5087	5386	12436	5708	9065	6690	44372	68	95	57	78	12	68	95	75	385	2488	1970	2488	1467	1528	2078	2255	11786	24	26	15	9	3	14	17	26	0.218181818	84	1357	172	811	746	884	1357	85	4055	14	23	2	2	4	8	23	17	0.145454545	56	10223	2945	2087	10223	3296	5630	4350	28531	30	67	40	67	5	46	55	32	0.636363636	245	78	S5
CC1DCD1A02	37277	12877	37277	18655	17626	13210	5263	104908	77	155	102	26	82	76	99	155	540	14667	9355	13486	14667	3518	7000	2345	52000	26	45	37	13	39	33	39	45	0.381481481	206	4747	3522	356	1453	4747	1238	991	12307	26	71	21	4	20	9	39	71	0.303703704	164	23435		23435	2535	7732	4972	1927	40601	25	44	44	9	23	34	21	39	0.314814815	170	80	S5
CC1DCD19EB	14594	9334	11312	14178	10582	14594	9171	69171	93	165	65	32	25	51	53	165	391	11247	4239	5681	11247	3747	10241	3373	38528	32	49	34	6	10	22	12	49	0.340153453	133	3209	1311	3050	2278	3209	1079	2013	12940	28	71	4	21	3	15	24	71	0.352941176	138	3785	3784	2581	653	2156	3274	3785	17703	33	45	27	5	12	14	17	45	0.306905371	120	78	S6
CC1DCD19D6	25461	8141	25461	17541	6583	18240	9422	85388	86	130	39	56	44	115	72	130	456	15604	3291	15604	10609	4140	6532	5381	49786	35	58	26	34	38	58	31	51	0.521929825	238	3030	605	2538	1789	483	3030	1614	10059	26	37	8	6	3	37	31	23	0.236842105	108	8678	4245	3090	5143	1960	8678	2427	25543	25	56	5	16	3	20	10	56	0.24122807	110	79	S6
CC1DCD19CF	21777	7635	21777	4810	14797	14763	9799	73581	80	200	55	18	85	200	157	77	592	5659	1827	4675	2682	5659	5074	4076	23993	27	80	22	10	15	80	23	18	0.283783784	168	7811	2232	7811	309	3286	4861	3041	21540	23	48	11	4	2	48	25	32	0.206081081	122	9291	3576	9291	1819	5852	4828	2682	28048	30	109	22	4	68	72	109	27	0.510135135	302	78	S7
CC1DCD19FE	12853	6848	10103	12853	5347	11552	5969	52672	85	58	45	35	15	41	50	58	244	5630	1574	5630	4782	1127	4520	2227	19860	29	20	16	6	6	17	15	20	0.327868852	80	2064	466	983	1450	1949	1333	2064	8245	24	17	3	5	5	8	16	17	0.221311475	54	6621	4808	3490	6621	2271	5699	1678	24567	32	26	26	24	4	16	19	21	0.450819672	110	79	S7
CC1DCD19B9	4873	2173	4873	3019	3621	3685	4727	22098	73	153	41	67	47	51	74	153	433	2489	599	2489	1508	1426	1056	1629	8707	25	45	11	45	12	8	11	36	0.284064665	123	1202	1202	629	312	854	704	908	4609	19	32	10	7	28	32	29	31	0.316397229	137	2190	372	1755	1199	1341	1925	2190	8782	29	86	20	15	7	11	34	86	0.399538106	173	79	S8
CC1DCD19A9	13103	4805	8305	12027	8221	13103	7187	53648	67	64	28	20	23	29	46	64	210	5234	2187	1072	2601	1307	5234	1917	14318	22	22	8	6	9	6	21	22	0.342857143	72	7224	922		7224	681	1373	785	11957	20	20	2	0	4	18	12	20	0.266666667	56	6496	1696	6261	2202	6233	6496	4485	27373	25	22	18	14	10	5	13	22	0.39047619	82	79	S8
CC1DCD19FA	10845	7882	4401	10256	8336	10845	5956	47676	86	167	53	37	53	80	94	167	484	4840	2052	2653	1475	2407	4840	1267	14694	28	53	15	13	5	28	31	53	0.299586777	145	3154	576	118	827	2210	3154	1181	8249	24	55	23	10	16	13	40	55	0.324380165	157	7771	5254	1630	7771	3719	2851	3508	24733	34	59	15	14	32	39	23	59	0.376033058	182	78	S1
CC1DCD19DB	21031	13778	21031	7822	16987	11778	10193	81589	73	92	22	21	54	51	59	92	299	19686	4918	19686	6128	11407	9198	5019	56356	32	49	14	7	45	35	25	49	0.585284281	175	2561	2561	285	1307	648	110	2475	7386	20	16	3	9	3	6	16	16	0.177257525	53	6299	6299	1060	387	4932	2470	2699	17847	21	27	5	5	6	10	18	27	0.237458194	71	77	S1
CC1DCD19D1	13173	7454	13173	11560	12613	5711	8619	59130	92	85	58	25	45	48	78	85	339	4698	2836	4698	1625	4631	2890	2052	18732	27	19	7	13	4	10	18	19	0.209439528	71	1695	1023	1695	1079	553	1301	1318	6969	28	20	18	4	17	14	18	20	0.268436578	91	8856	3595	6780	8856	7429	1520	5249	33429	37	46	33	8	24	24	42	46	0.522123894	177	78	S2
CC1DCD19B0	15172	10181	6936	15172	11975	11496	7101	62861	96	110	57	50	66	62	70	110	415	5994	3602	3715	2920	5994	3163	653	20047	29	42	33	18	42	18	19	34	0.395180723	164	3407	3407	1699	2017	3116	1164	2937	14340	37	30	15	14	14	24	21	30	0.284337349	118	10235	3172	1522	10235	2865	7169	3511	28474	30	46	9	18	10	20	30	46	0.320481928	133	78	S2
CC1DCD19D7	23371	23371	14309	18146	7436	9650	7263	80175	103	109	64	70	39	83	94	109	459	3234	2073	3234	407	2588	1281	1735	11318	28	40	8	15	12	30	40	28	0.289760349	133	3127	2517	2258	2462	3127	1942	890	13196	34	35	29	20	5	10	22	35	0.263616558	121	18781	18781	8817	15277	1721	6427	4638	55661	41	46	27	35	22	43	32	46	0.446623094	205	76	S3
CC1DCD19DE	10454	3611	9205	7989	5405	10454	7403	44067	78	130	106	102	19	61	48	130	466	5061	1110	5061	3946	2867	2968	4246	20198	30	37	37	10	5	15	13	28	0.231759657	108	3547	373	2863	2117	1077	3547	1116	11093	21	35	4	34	8	4	6	35	0.19527897	91	3939	2128	1281	1926	1461	3939	2041	12776	27	67	65	58	6	42	29	67	0.572961373	267	78	S3
CC1DCD19F9																																																																								77	
CC1DCD19E2	11106	7637	11106	8759	7281	6891	4998	46672	55	107	7	24	18	32	25	107	213	3454	1087	860	1253	1458	3454	1813	9925	19	46	2	2	3	5	6	46	0.300469484	64	2058	76	2058	91	743	1730	1693	6391	13	16	1	3	1	2	4	16	0.126760563	27	8188	6474	8188	7415	5080	1707	1492	30356	23	45	4	19	14	25	15	45	0.572769953	122	92	S1
CC1DCD19D2	11379	8802	7537	11239	11379	7071	9207	55235	55	101	8	20	18	55	85	101	287	9016	8802	1923	9016	5664	3635	2887	31927	24	36	5	17	7	22	9	36	0.334494774	96	3899			2223	1104	1313	3899	8539	16	18	0	0	6	14	5	18	0.149825784	43	5614		5614		4611	2123	2421	14769	15	71	3	3	5	19	71	47	0.515679443	148	93	S1
CC1DCD19D0	17312	8019	4499	17312	10877	11201	9408	61316	73	71	7	14	67	62	29	71	250	5044	4830	1564	3070	2983	5044	4222	21713	22	53	2	4	53	22	11	36	0.512	128	6712	2189	2233	6712	3164	3641	3129	21068	26	20	3	8	8	16	9	20	0.02	64	7530	1000	702	7530	4730	2516	2057	18535	25	24	2	2	6	24	9	15	0.232	58	94	S2
CC1DCD19B4	9192	2390	9192	6987	8388	8197	7259	42413	72	100	16	22	22	32	59	100	251	3715		616	3715	2653	2943	2695	12622	26	33	0	4	14	16	13	33	0.3187251	80	1083	1042	728	255	1083	870	979	4957	20	21	2	3	5	4	16	21	0.203187251	51	7848	1348	7848	3017	4652	4384	3585	24834	26	46	14	15	3	12	30	46	0.478087649	120	93	S2
