rfid	soc_totalti_max	soc_totalti_16_5	soc_totalti_13_5	soc_totalti_10_5	soc_totalti_7_5	soc_totalti_4_5	soc_totalti_1_5	soc_totalti	soc_totalrf	soc_totalrs_max	soc_totalrs_16_5	soc_totalrs_13_5	soc_totalrs_10_5	soc_totalrs_7_5	soc_totalrs_4_5	soc_totalrs_1_5	soc_totalrs	soc_opconti_max	soc_opconti_16_5	soc_opconti_13_5	soc_opconti_10_5	soc_opconti_7_5	soc_opconti_4_5	soc_opconti_1_5	soc_opconti	soc_opconrf	soc_opconrs_max	soc_opconrs_16_5	soc_opconrs_13_5	soc_opconrs_10_5	soc_opconrs_7_5	soc_opconrs_4_5	soc_opconrs_1_5	soc_opconrfq	soc_opconrs	soc_midconti_max	soc_midconti_16_5	soc_midconti_13_5	soc_midconti_10_5	soc_midconti_7_5	soc_midconti_4_5	soc_midconti_1_5	soc_midconti	soc_midconrf	soc_midconrs_max	soc_midconrs_16_5	soc_midconrs_13_5	soc_midconrs_10_5	soc_midconrs_7_5	soc_midconrs_4_5	soc_midconrs_1_5	soc_midconrfq	soc_midconrs	soc_socialti_max	soc_socialti_16_5	soc_socialti_13_5	soc_socialti_10_5	soc_socialti_7_5	soc_socialti_4_5	soc_socialti_1_5	soc_socialti	soc_socialrf	soc_socialrs_max	soc_socialrs_16_5	soc_socialrs_13_5	soc_socialrs_10_5	soc_socialrs_7_5	soc_socialrs_4_5	soc_socialrs_1_5	soc_socialrfq	soc_socialrs	soc_age	soc_box_id
00077E79C0	6016	2917	2948	430	2144	6016	3778	18233	37	57	12	11	3	10	22	57	115	2176		494		1462	2176	836	4968	10	15	1	8	0	4	6	15	0.295652174	34	1371	22	818	430		1371	1065	3706	10	22	1	1	3	0	2	22	0	29	2895	2895	1636		682	2469	1877	9559	17	20	10	2	0	6	14	20	0.452173913	52	73	S5
00077E79CE	18519	5073	18519	9149	10229	9226	6074	58270	89	122	65	47	95	108	111	122	548	4160	2090	4160	1768	3511	2611	2263	16403	26	44	30	4	22	14	22	44	0.248175182	136	10389	1092	10389	6448	5090	3197	1732	27948	34	52	26	28	37	52	46	30	0.399635036	219	3970	1891	3970	933	1628	3418	2079	13919	29	48	9	15	36	42	43	48	0.352189781	193	52	S1
00077E79EB	10149	3121	2115	7017	10149	8868	6817	38137	70	104	24	8	23	45	34	104	238	2406	567	783	1006	1489	2406	1667	7918	22	32	7	1	15	18	10	32	0.348739496	83	2915		472	264	2915	2096	1961	7758	19	28	4	4	2	15	9	28	0.025210084	62	5747	2554	860	5747	5745	4366	3189	22461	29	44	13	3	6	12	15	44	0.390756303	93	49	S5
00077E79EC	11134	3118	1493	7738	11134	4145	8667	36295	51	82	28	14	15	40	28	82	207	3793		1201	1311	2818	313	3793	9436	15	23	6	7	2	13	5	23	0.270531401	56	2481	1203	229	479	529	2481	480	5401	16	34	12	1	3	4	12	34	0.31884058	66	7787	1915	63	5948	7787	1351	4394	21458	20	25	10	6	10	23	11	25	0.410628019	85	53	S5
00077E79EE	17980	3906	17980	14960	15997	9877	8837	71557	98	77	46	77	44	65	45	77	354	5020	536	5020	3754	4564	4805	1652	20331	31	29	22	28	26	29	15	16	0.384180791	136	3761	226	1189	2242	3761	3625	158	11201	28	35	5	24	5	8	16	35	0.262711864	93	11771	3144	11771	8964	7073	1447	7027	40025	39	28	19	25	13	28	14	26	0.353107345	125	62	S6
00077E79F4	8568	1352	3009	2561	2947	8568	5152	23589	44	39	2	2	13	19	12	39	87	3094			1567	233	3094	1951	6950	12	16	0	1	6	1	4	16	0.321839081	28	1110	122		109	537	331	1110	2209	14	11	1	0	3	4	2	11	0.24137931	21	5143	1125	3009	885	2177	5143	2091	14430	18	14	1	1	4	14	6	12	0.436781609	38	71	S7
00077E7AA6	14217	4905	3753	13088	14217	3137	4776	43876	54	73	21	6	22	23	47	73	192	3104	2213	2625	1598	3104	232	2311	12083	18	26	15	4	4	4	26	15	0.354166667	68	464	225		176	118	464	129	1112	16	23	2	0	7	1	6	23	0.203125	39	11314	2467	1128	11314	10995	2441	2336	30681	20	35	4	2	11	18	15	35	0.442708333	85	59	S5
00077E7A0C	14892	8754	3435	5268	14892	8500	9939	50788	75	169	27	23	27	28	77	169	351	5326	4577	2253	21	5326	790	2291	15258	17	41	7	4	17	7	8	41	0.239316239	84	4165	2231	894	1106	4165	4002	2534	14932	25	64	5	6	7	7	33	64	0.347578348	122	5401	1946	288	4141	5401	3708	5114	20598	33	64	15	13	3	14	36	64	0.413105413	145	76	S3
00077E7A10	9747	6067	6772	9747	9461	2858	6128	41033	75	84	21	38	62	37	37	84	279	6286	2680	4608	2287	6286	1450	2212	19523	30	37	6	15	14	15	17	37	0.372759857	104	1319	601	27	1089	1319	440	570	4046	17	17	2	1	3	2	4	17	0.103942652	29	6371	2786	2137	6371	1856	968	3346	17464	28	45	13	22	45	20	16	30	0.523297491	146	72	S5
00077E7A17	17737	16503	3052	9263	7265	17737	15670	69490	78	103	38	73	73	38	56	103	381	4541	2483	1872	2444	1585	4541	2409	15334	23	36	14	4	36	10	16	27	0.280839895	107	6160	2260	785	341	2512	6160	2634	14692	27	31	3	12	5	9	23	31	0.217847769	83	11760	11760	395	6478	3168	7036	10627	39464	28	57	21	57	32	19	17	45	0.501312336	191	47	S7
00077E7A19	20557	13127	9743	19811	20557	11584	9847	84669	95	136	65	34	67	76	126	136	504	12037	10649	5175	12037	8439	3528	2954	43981	39	48	37	20	19	25	47	48	0.388888889	196	2343	167	216	1111	2343	1478	1523	6838	24	43	6	6	20	28	43	42	0.287698413	145	8576	2311	4352	6663	8576	6578	5370	33850	32	46	22	8	28	23	36	46	0.323412698	163	65	S6
00077E7A23	11314	9982	7509	7109	7270	8143	11314	51327	89	126	24	48	39	48	82	126	367	3113	2513	3113	2721	655	2800	2693	14495	30	28	3	11	6	18	11	28	0.209809264	77	3460	2741	2451	3460	1740	2741	2246	15379	28	38	8	20	10	8	21	38	0.008174387	105	6375	4728	1945	928	4875	2602	6375	21453	31	60	13	17	23	22	50	60	0.504087193	185	73	S2
00077E7A45	13394	4839	11266	6118	13394	5513	5666	46796	66	81	28	34	49	61	46	81	299	8046	2131	8046	347	6273	1509	1415	19721	26	42	20	16	36	42	21	19	0.515050167	154	2062	504	597	573	874	1316	2062	5926	22	29	5	10	7	8	6	29	0.217391304	65	6247	2204	2623	5198	6247	2688	2189	21149	18	33	3	8	6	11	19	33	0.267558528	80	70	S5
00077E7A51	20055	3641	20055	6766	15402	11414	13299	70577	64	125	28	25	26	53	63	125	320	3542	900	1030	375	2930	3477	3542	12254	17	30	10	1	12	5	11	30	0.215625	69	4855		2678	1232	1030	4855	2890	12685	20	49	2	4	5	6	14	49	0.25	80	16347	2741	16347	5159	11442	3082	6867	45638	27	46	16	20	9	42	38	46	0.534375	171	68	S4
00077E7A5C	13084	4772	13084	6723	7474	13008	8928	53989	62	343	33	105	61	140	70	343	752	2252	349	1891	545	33	2252	1758	6828	21	16	16	14	3	2	5	11	0.067819149	51	1437	89	9	1356	1437	611	738	4240	14	20	2	7	3	3	3	20	0.050531915	38	11184	4334	11184	4822	6004	10145	6432	42921	27	312	15	84	55	135	62	312	0.881648936	663	68	S5
00077E7A62	13908	5465	13908	7180	6942	7536	3725	44756	88	72	33	49	37	40	61	72	292	5018	3249	4087	5018	1791	1192	1667	17004	37	22	9	11	17	19	11	22	0.304794521	89	1656	1656	619	713	1059	757	812	5616	22	23	14	4	9	6	20	23	0.260273973	76	9202	560	9202	1449	4092	5587	1246	22136	29	34	10	34	11	15	30	27	0.434931507	127	61	S2
00077E7A66	11181	11160	11181	9657	9117	8630	8878	58623	82	197	96	103	108	159	197	152	815	2115	2115	1151	1076	577	1342	1464	7725	21	42	7	5	13	12	33	42	0.137423313	112	1611	99	1611	1066	318	946	1352	5392	21	43	13	10	7	22	25	43	0.006134969	120	8946	8946	8419	7515	8222	5313	6062	45506	40	139	76	88	88	125	139	67	0.715337423	583	66	S7
00077E7A7B	9089	8435	7936	8307	9089	8370	5435	47572	78	147	44	59	64	128	97	147	539	3996	897	178	3996	415	2120	2253	9859	22	30	9	16	18	10	12	30	0.176252319	95	3350		1178	1368	3350	2776	1322	9994	21	38	6	8	7	5	32	38	0.178107607	96	7538	7538	6580	2943	5324	3474	1860	27719	35	113	29	35	39	113	53	79	0.645640074	348	60	S3
00077E7A7E	12914	12536	12914	7244	10739	8321	7623	59377	82	120	16	23	56	46	42	120	303	7763	7763	1249	5400	7477	2596	1841	26326	29	27	5	5	14	9	13	27	0.240924092	73	1753	326	1753	193	1282	1216	864	5634	23	29	6	3	15	13	12	29	0.257425743	78	9912	4447	9912	1651	1980	4509	4918	27417	30	64	5	15	27	24	17	64	0.501650165	152	72	S6
00077E7A8A	13118	13118	3998	1182	3170	5675	5325	32468	55	55	20	19	6	17	53	55	170	6879	6879	537	651	1066	2532	1438	13103	18	32	8	11	2	12	32	22	0.511764706	87	1802	1793	68	75	1639	891	1802	6268	18	15	9	1	1	3	12	15	0.241176471	41	4446	4446	3393	456	465	2252	2085	13097	19	18	3	7	3	2	9	18	0.247058824	42	57	S7
00077E7A8D	14080	13613	6519	9334	4283	14080	7132	54961	85	75	17	11	63	15	54	75	235	7987	7987	659	5455	2740	5077	1962	23880	35	35	12	2	35	6	15	29	0.421276596	99	4394	504	4394	1249	557	3652	1718	12074	24	29	1	3	11	6	29	24	0.314893617	74	5351	5122	1466	2630	986	5351	3452	19007	26	22	4	6	17	3	10	22	0.263829787	62	69	S7
00077E7A92	14880	11448	14880	10419	14052	10196	7245	68240	74	145	18	16	32	47	145	77	335	7377	7284	7377	1648	3346	1763	3216	24634	22	33	3	2	15	13	11	33	0.229850746	77	4341	390	1590	1041	4341	2020	765	10147	25	23	4	2	4	15	23	14	0.185074627	62	7730	3774	5913	7730	6365	6413	3264	33459	27	111	11	12	13	19	111	30	0.585074627	196	81	S8
00077E7A93	7714	4320	5554	4570	5977	7714	3723	31858	64	78	15	21	15	22	34	78	185	3356		3356	2838	1130	1893	1235	10452	26	25	0	14	8	6	9	25	0.335135135	62	2824	2824	557	132	896	1013	639	6061	20	11	3	2	2	5	8	11	0.167567568	31	4808	1496	1641	1600	3951	4808	1849	15345	18	42	12	5	5	11	17	42	0.497297297	92	71	S2
00077E7A9B	13510	10980	13510	11426	11528	10314	5970	63728	77	162	70	17	60	70	162	128	507	6697	923	6697	4314	2562	1413	1819	17728	23	37	5	3	14	25	10	37	0.185404339	94	2268	110	2268	1866	2018	1380	930	8572	23	31	1	3	5	5	15	31	0.118343195	60	9947	9947	4545	5246	6948	7521	3221	37428	31	137	64	11	41	40	137	60	0.696252466	353	65	S3
00077E7A9C	14702	9254	11840	10515	7650	14702	10076	64037	76	70	5	61	35	50	56	70	277	3241		979	760	3241	2133	1369	8482	21	28	0	12	3	6	18	28	0.241877256	67	4782	4527	4615	4106	4207	4782	4213	26450	34	28	3	22	7	28	17	17	0.339350181	94	7787	4727	6246	5649	202	7787	4494	29105	21	27	2	27	25	16	21	25	0.418772563	116	74	S1
00077E7AB1	8317		1201	2849	6680	6005	8317	25052	47	100	0	14	6	19	17	100	156	2439		432		1079	582	2439	4532	14	30	0	4	0	9	7	30	0.320512821	50	1076		188	454	166	820	1076	2704	15	19	0	1	3	2	4	19	0.185897436	29	5435		581	2395	5435	4603	4802	17816	18	51	0	9	3	8	6	51	0.493589744	77	63	S8
00077E7AB6	10780	4637	10048	2410	8263	6790	10780	42928	60	104	38	21	16	23	44	104	246	4860	3594	1229	605	4860	1862	2473	14623	20	22	2	10	5	4	15	22	0.235772358	58	2697	1043	216	326	335	2121	2697	6738	22	59	36	5	2	8	15	59	0.008130081	125	5610		1894	1479	3068	2807	5610	21567	18	23	0	6	9	11	14	23	0.256097561	63	84	S6
00077E7AB7	11853	6507	8025	4300	9812	11853	6435	46932	47	131	37	15	5	131	113	47	348	2728	1347	991		355	2728	2352	7773	14	41	24	11	1	41	5	13	0.272988506	95	4756	726	948	11	4756	1690	1814	9945	13	19	5	2	1	4	14	19	0.129310345	45	7435	4434	815	4289	4701	7435	2269	29214	20	94	8	2	3	86	94	15	0.597701149	208	74	S4
00077E7AD5	6665	2382	2775	6665	4539	4229	3113	23703	65	101	43	22	26	21	64	101	277	2160	445	2160	1409	1403	1793	923	8133	20	22	2	6	6	2	7	22	0.162454874	45	1637	1637	206	790	520	781	380	4314	20	20	4	3	13	2	5	20	0.02166065	47	4466	300	409	4466	2616	1655	1810	11256	25	59	37	13	7	17	52	59	0.667870036	185	67	S2
00077E7AE4	21252	21252	5368	15451	16905	10680	11364	81020	94	127	48	70	111	50	105	127	511	6117	1070	2234	6117	2316	5835	1363	18935	27	34	17	20	27	15	28	34	0.27592955	141	5252	1455	911	3857	3994	2530	5252	17999	34	53	11	10	31	12	27	53	0.281800391	144	18727	18727	2223	5477	10595	2315	4749	44086	33	53	20	40	53	23	50	40	0.442270059	226	66	S6
00077E7AE7	10846	3694	10610	6308	6243	10846	5437	43138	74	75	12	47	24	28	56	75	242	3577	507	52	937	2267	3577	699	8039	21	23	2	23	8	9	18	22	0.338842975	82	3335	1256	2217	3335	299	968	1317	9392	21	28	1	18	6	9	27	28	0.367768595	89	8341	1931	8341	2036	3677	6301	3421	25707	32	25	9	6	10	10	11	25	0.29338843	71	53	S2
00077E7AEE	16516	138	14537	16516	6792	9557	11784	59324	56	97	7	8	18	24	42	97	196	4252		4252	431	1593	1745	3360	11381	16	29	0	3	1	3	12	29	0.244897959	48	3816		2163	956	920	3816	2007	9862	13	26	0	1	7	2	7	26	0.219387755	43	15129	138	8122	15129	4279	3996	6417	38081	27	42	7	4	10	19	23	42	0.535714286	105	48	S3
00077E7AF2																																																																									
00077E7AEF	18640	10567	9377	8286	18640	9464	5953	62287	77	148	29	59	68	61	110	148	475	4694	4347	3580	3074	4694	871	3422	19988	26	40	5	6	18	10	34	40	0.237894737	113	2060	884	1949	552	1772	2060	345	7562	24	26	5	12	22	7	19	26	0.191578947	91	11774	5336	3848	4660	11774	6533	2186	34737	27	82	19	41	28	44	57	82	0.570526316	271	75	S2
00077E7AF0	18252	7068	8043	14977	15626	18252	8760	72726	83	118	16	4	55	31	62	118	286	4175	1661		4175	2950	4088	2831	15705	27	29	10	0	9	12	21	29	0.283216783	81	6991	45	3485	6991	4298	3723	1231	19773	29	43	1	2	14	8	25	43	0.325174825	93	10441	5362	4558	3811	8378	10441	4698	37248	27	46	5	2	32	11	16	46	0.391608392	112	71	S8
00077E7AF1	11528	7394	6228	1722	9291	11528	5651	41814	58	74	69	14	8	46	43	74	254	2502	1374	2502	1618	1525	1475	1095	9589	16	23	7	2	2	19	12	23	0.255905512	65	2383	370	2383		1505	593	1162	6013	17	22	2	1	0	11	2	22	0.149606299	38	9460	5650	1343	104	6261	9460	3394	26212	25	60	60	11	6	16	29	29	0.594488189	151	45	S2
00077E7AF3	10090	6414	4088	8948	4126	10090	7448	41114	52	109	11	40	27	53	65	109	305	2135		1953	629	119	1641	2135	6477	16	27	0	4	8	2	12	27	0.173770492	53	5006	5006		1405	254	2615	890	10170	16	29	4	1	5	8	12	29	0.193442623	59	6914	1408	2135	6914	3753	5834	4423	24467	20	53	7	35	14	43	41	53	0.632786885	193	74	S4
00077E7AFF	18876	4235	5701	18876	14302	10662	10554	64330	62	93	18	14	54	44	93	66	289	3671	3671	127	2175	3241	3474	2651	15339	21	31	4	7	27	14	31	26	0.37716263	109	4695	282	803	2624	2766	3613	4695	14783	19	17	2	3	8	5	15	17	0.173010381	50	14077	282	4771	14077	8295	3575	3208	34208	22	47	12	4	19	25	47	23	0.44982699	130	66	S2
00077E7B00	13839	3799	6877	3579	13839	12865	6002	46961	68	181	23	89	177	59	181	117	646	2143	2143	1353	49	294	1650	1453	6942	20	24	5	18	1	2	14	24	0.099071207	64	1890		229	76		1890	728	2923	15	36	0	2	1	2	12	36	0.082043344	53	13545	1656	5295	3454	13545	9325	3821	37096	33	175	18	69	175	55	155	57	0.818885449	529	49	S2
00077E7B09	16377	8763	11642	12425	11067	16377	7882	68156	93	188	61	50	63	120	148	188	630	5129	4808	1568	1777	5129	4977	1436	19695	30	50	27	13	20	39	41	50	0.301587302	190	1792	1792	284	773	1168	787	666	6033	26	31	4	4	10	27	25	31	0.16031746	101	10050	2163	9790	9875	4770	10050	5780	42428	37	107	30	33	33	54	82	107	0.538095238	339	62	S1
00077E7B0A	6374	4456	2411	1594	3236	2321	6374	20392	50	51	26	21	15	9	16	51	138	1337	1267		762	858	927	1337	5151	16	12	1	8	7	2	6	12	0.260869565	36	1420	161	1420		151	690	490	2912	13	14	3	3	0	1	2	14	0.166666667	23	4547	3028	991	832	2227	704	4547	12329	21	25	22	10	8	6	8	25	0.572463768	79	72	S5
00077E7B0D	26039	19021	23759	8358	26039	14277	10564	102018	86	122	22	44	61	53	108	122	410	12949	3594	12949	273	12119	4353	2219	35507	27	37	5	8	12	13	36	37	0.270731707	111	6039	2521	1864	2109	6039	3471	3368	19372	29	50	8	9	20	17	38	50	0.346341463	142	12906	12906	8946	5976	7881	6453	4977	47139	30	35	9	27	29	23	34	35	0.382926829	157	70	S3
00077E7B13	30718	22854	9761	30718	7908	23461	10290	104992	67	111	20	66	40	101	87	111	425	23390	13151	3220	23390	2476	6588	4560	53385	25	51	12	34	28	51	27	32	0.432941176	184	6252	2912	6252	2097	985	2162	2505	16913	22	45	3	27	7	26	45	43	0.355294118	151	14711	6791	289	5231	4447	14711	3225	34694	20	36	5	5	5	24	15	36	0.211764706	90	52	S3
00077E7B18	11878	3862	6961	11878	10442	8391	7154	48688	78	149	17	35	149	71	46	118	436	4050	1064	3798	3003	729	3130	4050	15774	31	35	12	17	6	24	23	35	0.268348624	117	3337		530	3337	2241	1357	1170	8635	24	39	1	10	20	8	12	39	0.206422018	90	7472	2798	2633	5538	7472	3904	1934	24279	23	123	4	8	123	39	11	44	0.525229358	229	66	S3
00077E7B19	13434	10209	13434	7170	13091	11323	10047	65274	82	219	21	51	219	109	129	164	693	4350	952	4350	3422	3796	3322	2335	18177	31	36	5	16	12	33	29	36	0.189033189	131	2687	973	2429	553	2083	2687	327	9052	25	34	3	4	19	10	34	29	0.142857143	99	8284	8284	6655	3195	7212	5314	7385	38045	26	188	13	31	188	66	66	99	0.668109668	463	65	S2
00077E7B22	12808	5036	9162	3946	7122	12808	3593	41667	79	150	32	37	92	150	128	113	552	2623	1753	1508	2623	1440	2559	509	10392	25	90	5	7	10	90	15	27	0.278985507	154	1107	258	1107	34	615	418	785	3217	19	22	4	5	15	22	10	21	0.139492754	77	9831	3025	6547	1289	5067	9831	2299	28058	35	103	23	25	67	38	103	65	0.581521739	321	53	S1
00077E7B24	11880	11880	8323	10210	6866	10007	5014	52300	77	67	23	30	33	29	33	67	215	2966	1202	1191	1591	2966	1521	740	9211	24	16	5	6	12	4	8	16	0.237209302	51	2390	2390	1344	1570	2352	1332	1219	10207	26	24	6	7	11	13	7	24	0.018604651	68	8288	8288	5788	7049	1548	7154	3055	32882	27	27	12	17	10	12	18	27	0.446511628	96	65	S8
00077E7B26	13218	2966	107	13218	12358	10944	11369	50962	57	90	29	21	32	29	28	90	229	4789	1948		2168	43	1538	4789	10486	14	22	1	0	9	10	10	22	0.227074236	52	1962		104	1684	1962	1397	645	5792	12	20	0	2	2	1	5	20	0.131004367	30	10353	1018	3	9366	10353	8009	5935	34684	31	48	28	19	21	18	13	48	0.641921397	147	72	S3
00077E7B30	9550	4995	9550	6624	6699	6249	3537	37654	86	99	51	30	68	66	61	99	375	3189	3189	685	1234	1647	1531	710	8996	28	29	25	5	17	16	21	29	0.301333333	113	1823	1124	1457	244	950	1823	310	5908	28	39	10	2	24	9	17	39	0.269333333	101	7408	682	7408	5146	4102	2895	2517	22750	30	41	16	23	27	41	23	31	0.429333333	161	57	S5
00077E7B3F	11587	5893	5633	4965	9660	8742	11587	46480	72	67	21	58	14	55	54	67	269	1926	994	697	460	1926	797	1790	6664	19	21	4	2	1	4	6	21	0.141263941	38	3040	754	1098	547	2094	2558	3040	10091	22	29	1	24	1	29	8	22	0.31598513	85	6757	4145	3838	3958	5640	5387	6757	29725	31	40	16	32	12	22	40	24	0.542750929	146	65	S2
00077E7B42	15007	9552	7515	15007	5126	10614	6364	54178	60	148	17	21	32	148	52	98	368	1845	1845	786	371	989	1130	499	5620	15	11	2	1	8	7	6	11	0.095108696	35	3007	3007	227	2646	1623	2382	384	10933	23	18	3	4	3	7	18	16	0.138586957	51	11990	4700	6502	11990	2514	6438	5481	37625	22	134	12	16	21	134	28	71	0.766304348	282	64	S4
00077E7B48	8050	3558	727	5151	7566	8050	3257	28309	52	73	34	4	42	47	73	62	262	1663	1657	727	723	1028	1663	651	6449	19	32	4	4	6	10	32	14	0.267175573	70	2839	320		150	1228	2839	226	4763	17	19	19	0	5	4	14	14	0.213740458	56	5310	1581		4278	5310	3548	2380	17097	16	34	11	0	31	33	27	34	0.519083969	136	63	S1
00077E7B53	12281	6321	1913	12281	6016	12062	8299	46892	75	101	20	30	40	36	101	79	306	4469	4032	747	4070	1637	4469	2092	17047	27	64	9	13	21	22	64	27	0.509803922	156	2738	1576	181	412	2037	2738	569	8330	20	27	6	2	12	8	22	27	0.251633987	77	7799	713	168	7799	2342	4855	5638	21515	28	25	5	15	7	6	15	25	0.238562092	73	70	S7
00077E7B54	14461	14461	11934	3196	11026	5712	4213	50542	87	94	42	85	39	19	47	94	326	5006	5006	3648	1633	73	1383	1520	13263	30	55	17	55	15	7	11	17	0.374233129	122	4803	2510	4803	108	2122	1029	908	11480	26	36	7	9	2	8	10	36	0.220858896	72	8831	6945	3483	1455	8831	3300	1785	25799	31	41	18	21	22	4	26	41	0.404907976	132	72	S7
00077E8172																																																																									
00077E7B59	14645	12748	7180	11620	8174	14645	8638	63005	97	118	38	22	46	85	91	118	400	3736	699	2842	327	2542	3736	1914	12060	29	48	18	8	14	48	27	41	0.39	156	2768	2768	1004	861	2433	1348	2071	11678	30	40	9	12	11	15	38	40	0.3125	125	9561	9281	3334	9239	3199	9561	4653	39267	38	37	11	2	21	22	26	37	0.2975	119	66	S6
00077E7B63	17364	11409	8858	8346	17364	9425	7247	62649	87	93	28	26	25	29	72	93	273	3840	3840	2719	1411	1218	3032	1623	13843	25	37	13	8	9	12	37	36	0.421245421	115	2879	1003	2557	994	2879	1890	1582	10905	30	26	5	6	6	7	11	26	0.223443223	61	13267	6566	3582	5941	13267	4503	4042	37901	32	31	10	12	10	10	24	31	0.355311355	97	56	S4
00077E7B68	7573	2752	3719	7470	7573	7298	6047	34859	69	103	37	93	43	79	66	103	421	3412	1745	677	3412	1981	1209	2023	11047	20	32	13	13	32	7	13	25	0.244655582	103	4454	156	1590	979	4454	1883	2066	11128	22	24	1	8	2	24	6	18	0.140142518	59	4206	851	1452	3079	1138	4206	1958	12684	27	72	23	72	9	48	47	60	0.6152019	259	76	S8
00077E7B6A	14590	7667	14590	6528	6938	8880	6750	51353	61	89	10	47	16	64	40	89	266	6869	5497	6869	2425	2527	2173	2341	21832	21	34	6	4	4	34	13	18	0.296992481	79	2256	1958	56	1254	1615	2256	2000	9139	20	29	3	20	10	5	8	29	0.281954887	75	7665	212	7665	2849	2796	4451	2409	20382	20	42	1	23	2	25	19	42	0.421052632	112	63	S7
00077E7B7B	14092	10816	3359	14092	8825	5204	3562	45858	71	122	43	56	59	25	122	60	365	5858	5858	1386	4433	4344	1584	1106	18711	29	51	29	27	12	7	51	23	0.408219178	149	2164	1496	696	2164	1125	202	1219	6902	18	39	4	18	4	4	39	20	0.243835616	89	7495	3462	1277	7495	3356	3418	1237	20245	24	43	10	11	43	14	32	17	0.347945205	127	82	S1
00077E7B7D	17304	6246	17304	11185	10549	8523	11276	65083	90	110	75	35	49	57	88	110	414	11143	2584	11143	6004	3576	1290	1435	26915	29	21	18	16	21	10	10	21	0.231884058	96	2876	1601	2876	947	586	2112	1577	9699	26	18	5	7	10	17	18	16	0.176328502	73	8264	2061	3285	4234	6387	4238	8264	28469	35	73	52	12	18	30	60	73	0.59178744	245	54	S6
00077E7B84	10989	3677	3141	2507	8860	10989	6870	36044	49	94	2	39	14	79	94	83	311	2895	271	316	2329	2895	1891	754	8456	18	18	1	1	12	3	18	15	0.160771704	50	3109		22	178	1059	3109	1457	5825	15	58	0	34	2	58	28	20	0.45659164	142	5989		2803		4906	5989	4659	21763	16	48	1	4	0	18	48	48	0.382636656	119	73	S1
00077E7B8B	14194	10728	12226	8739	10749	14194	7845	64481	90	299	46	15	88	36	85	299	569	1973	1507	227	1973	1674	257	956	6594	26	32	5	6	22	7	20	32	0.16168717	92	11999	3264	11999	2855	4009	2860	3353	28340	30	50	9	9	19	12	12	50	0.010544815	111	11077	5957		3911	5066	11077	3536	29547	34	217	32	0	47	17	53	217	0.643233743	366	60	S1
00077E7B8C																																																																									
00077E7B97	15418	10127	10213	15418	14445	8220	10397	68820	78	103	30	42	47	89	59	103	370	6064	5366	1875	6064	2230	3148	3596	22279	29	31	22	23	14	18	26	31	0.362162162	134	2885	1065	2885	2352	1466	1789	1706	11263	25	30	3	11	20	26	20	30	0.297297297	110	10749	3696	5453	7002	10749	3283	5095	35278	24	45	5	8	13	45	13	42	0.340540541	126	50	S5
00077E7B91	15162	5515	9073	4034	5400	15162	12178	51362	76	117	37	4	82	32	102	117	374	6648	1998	131	160	3103	6648	3976	16016	29	57	6	2	46	8	57	32	0.403743316	151	2988	2393		81	47	2988	2947	8456	20	35	3	0	14	9	19	35	0.213903743	80	8942	1124	8942	3793	2250	5526	5255	26890	27	50	28	2	22	15	26	50	0.382352941	143	72	S8
00077E7B94	14780	6463	4175	9520	8984	14780	9892	53814	70	120	25	21	120	36	44	86	332	4278	4221		1857	2698	4278	3289	16343	18	37	10	0	21	13	10	37	0.274096386	91	2259	589	62	1182	2019	2259	979	7090	20	16	2	1	5	6	7	16	0.111445783	37	8243	1653	4113	6481	4267	8243	5624	30381	32	94	13	20	94	17	27	33	0.614457831	204	55	S3
00077E7B96	15181	15181	8153	7277	5587	11168	8209	55575	88	132	67	72	34	84	103	132	492	8433	8433	3765	1594	1882	1711	2883	20268	29	44	22	17	17	25	30	44	0.31504065	155	2683	587	1792	2407	486	2683	1798	9753	27	29	16	5	9	23	29	29	0.225609756	111	6774	6161	2596	3276	3219	6774	3528	25554	32	59	29	50	8	36	44	59	0.459349593	226	65	S8
