rfid	rig_group	box	cue_age	inta_01_age	inta_15_age	pr_01_age	pr_02_age	sha_01_age	sha_10_age	shock_03_age	shock_base_age	labanimalid	sha_acquisition	sha_01_rewards	sha_01_locomotion	sha_01_inactive	sha_10_rewards	sha_10_locomotion	sha_10_inactive	sha_tot_rewards	sha_tot_locomotion	inta_01_rewards	inta_01_locomotion	inta_01_inactive	inta_15_rewards	inta_15_locomotion	inta_15_inactive	inta_tot_rewards	inta_tot_locomotion	inta_loco_difference	inta_esc_olivier_avg	inta_esc	inta_01_rewards_z	inta_13_15_rewards_z	inta_index_esc	inta_variability	inta_rewards_13_15	pr_01_breakpoint	pr_01_active	pr_01_inactive	pr_02_breakpoint	pr_02_active	pr_02_inactive	pr_breakpoint_difference	pr_active_difference	shock_base_active	cue_active	cue_inactive	cue_locomotion	life_tot_rewards	water_term_active	ld_hidetime_baseline	ld_hidetime_post	ld_hidetime_difference
AA1DCD67BE	mork_2	12		102	122	101	123	87	100	129	125	P730	10	53	5487	15	49	4830	0	453	101811	37	15780	5	37	18642	0	590	271398	2862	0.333333333	0	1.056034808	0.481353472	0.455812127	4.73372615	41.66666667	95	541	20	77	414	87	-18	-127	26	98	51	2975	1124		486.67	468.8	-17.87
AA1DCD6801	mork_2	13		101	121	100	122	86	99	128	124	P731	2	17	5020	9	2	1110	8	55	16932	6	798	0	2	3573	8	40	26679	2775	-1.666666667	-4	-0.776503792	-1.326517016	1.708320075	2.099562637	3.333333333	6	18	12	4	9	8	-2	-9	28	35	6	1471	154		523.5	497.6	-25.9
AA1DCD6817	r01_1	6		100	120	99	121	85	98	128	123	P733	10	97	1	11	39	5843	0	412	44574	33	15794	0	65	17740	0	683	274455	1946	21	32	0.819578215	1.22022228	1.48884177	9.274993812	57.33333333	178	1042	2	268	1593	2	90	551	39	55	9	1894	1203		817.17	358.3	-458.87
AA1DCD6780	mork_3	8		100	120	99	121	85	98	127	123	P734	0	2	2442	4	2	2506	8	17	22409	6	4874	4	52	15670	0	386	132274	10796	42	46	-0.776503792	0.764324505	-0.984315226	17.74306418	47.66666667	0	0	1	145	830	23	145	830	39	52	60	1555	504		538.67	522.37	-16.3
AA1DCD6808	mork_3	9		100	120	99	121	85	98	127	123	P735	3	3	2171	5	16	6147	67	66	30946	6	4339	14	53	14181	27	413	137707	9842	42.66666667	47	-0.776503792	0.921530635	-1.186769008	19.51830643	51	15	49	70	77	409	66	62	360	31	35	6	1452	564		628.4	122.67	-505.73
AA1DCD6807	mork_2	2		116	136	115	137	101	114	143	139	P736	4	9	4071	5	7	3588	8	96	35204	11	4656	26	12	6144	4	162	88138	1488	-4	1	-0.48093305	-0.980663531	2.03908534	3.18747549	10.66666667	6	13	9	20	82	18	14	69	8	43	40	1688	288	28	900	736.53	-163.47
AA1DCD67A7	mork_1	3		116	136	115	137	101	114	143	139	P737	10	104	1494	0	31	4029	0	405	45059	25	11529	0	31	13581	0	430	196849	2052	4	6	0.346665028	-0.100309206	-0.289354848	2.412928143	29.33333333	40	214	0	50	270	1	10	56	21	66	0	1751	894	33	900	653.93	-246.07
AA1DCD67E7	oscar_1	8		116	136	115	137	101	114	142	139	P738	10	33	8269	4	39	3852	0	390	41545	30	9201	11	52	16135	8	603	144112	6934	9	22	0.64223577	0.701442053	1.092187771	5.729456053	46.33333333	32	146	13	95	474	26	63	328	28	59	14	1603	1075	38	900	900	0
AA1DCD676D	mork_1	1		116	136	115	137	101	114	143	139	P739	10	25	10303	26	41	9474	0	264	115459	27	18193	0	33	15068	0	509	270975	-3125	1.666666667	6	0.464893325	0.151220601	0.325280215	4.186751591	34.66666667	40	181	5	25	107	7	-15	-74	30	62	18	2867	842	36	900	501.77	-398.23
AA1DCD6820	mork_2	3		115	135	114	136	100	113	142	138	P740	8	6	3844	4	27	7138	0	246	55516	4	3487	1	40	17543	1	514	194338	14056	47.33333333	36	-0.894732088	1.566075765	-1.750329272	18.46967485	64.66666667	118	682	2	50	235	2	-68	-447	15					44	900	900	0
AA1DCD6862	mork_2	1		115	135	114	136	100	113	142	138	P742	9	6	4415	3	32	8804	0	264	74376	26	14886	3	43	20650	11	594	274330	5764	5	17	0.405779176	0.402750408	0.992535919	4.744119167	40	77	399	31	219	1311	93	142	912	30	67	24	1986	940	0	900	396.43	-503.57
AA1DCD6835	mork_1	8		115	135	114	136	100	113	142	138	P744	10	27	7165	10	35	3294	2	354	46222	23	11520	3	32	17113	2	479	210278	5593	6.333333333	9	0.228436731	0.072617536	0.317889052	3.623380864	33	268	1479	79	219	1308	59	-49	-171	29	78	21	1673	921	52	900	555.3	-344.7
AA1DCD6822	mork_1	9		115	135	114	136	100	113	142	138	P745	2	1	1017	1	20	8863	0	58	24287	10	7976	0	18	11871	2	223	144586	3895	8.666666667	8	-0.540047198	-0.49332453	0.913484102	6.691952049	21	15	66	0	9	31	1	-6	-35	15	22	11	1723	311	0	900	899.9	-0.1
AA1DCD6830	mork_1	2		115	135	114	136	100	113	142	138	P746	6	6	1849	7	34	2706	0	207	29527	33	11105	0	49	13601	2	746	154668	2496	8.666666667	16	0.819578215	0.732883279	0.894220059	8.433794454	47	118	679	1	219	1190	23	101	511	28	31	6	1347	1040	21	900	349.27	-550.73
AA1DCD682A	oscar_1	6		115	135	114	136	100	113	141	138	P747	0	0	1257	1	0	548	0	2	10943	0	1088	0	0	2314	0	1	20376	1226	0	0	-1.131188682	-1.483723145	1.311649567	0.249443826	0	0	0	0	0	0	0	0	0	0	0	3	1238	3	0	900	413.7	-486.3
AA1DCD6851	mork_1	4		114	134	113	135	99	112	141	137	P748	0	3	1416	0	1	1088	1	11	11158	0	1115	0	9	3162	0	53	30949	2047	9	9	-1.131188682	-1.043545983	0.922521591	3.593821859	9.333333333	0	0	2	6	21	2	6	21	6	27	1	1298	80	15	900	334.3	-565.7
AA1DCD6882	mork_1	14		114	134	113	135	99	112	141	137	P753	8	9	3124	11	25	6663	0	141	45291	17	6513	0	70	6657	19	433	142104	144	20.66666667	53	-0.126248159	0.559956537	-4.435363968	11.552008	43.33333333	40	208	2	15	60	4	-25	-148	28					37	900	900	0
AA1DCD6861	mork_1	10		112	132	111	133	97	110	139	135	P757	5	10	3847	0	19	7141	4	102	46203	2	1169	12	26	10674	1	294	140656	9505	18.33333333	24	-1.012960385	-0.3361184	0.331817913	7.190734779	24.33333333	20	81	22	62	329	4	42	248	20	34	7	1634	455	4	900	447.6	-452.4
AA1DCD6823	mork_1	16		112	132	111	133	97	110	139	135	P758	4	4	2403	1	37	3139	75	198	29688	44	10194	0	48	19589	4	706	226970	9395	1	4	1.469833847	0.732883279	0.498616412	3.586394042	47	50	273	18	178	1086	135	128	813	32	109	38	2107	995	0	900	406.67	-493.33
AA1DCD685E	mork_1	12		112	132	111	133	97	110	139	135	P759	0	1	1675	4	5	3089	4	16	16814	4	3826	0	34	23772	1	488	321966	19946	31.66666667	30	-0.894732088	0.166941214	-0.186582348	17.0679687	35	6	21	1	50	267	49	44	246	17	62	18	1874	555	0	900	899.43	-0.57
AA1DCD6838	mork_1	11		112	132	111	133	97	110	139	135	P760	10	94	2332	637	35	4005	0	341	42668	24	8707	0	33	8559	0	513	138454	-148	6.666666667	9	0.287550879	0.135499988	0.471220912	4.901700385	34.33333333	62	323	0	118	609	5	56	286	26	62	4	2201	924	36	900	671.13	-228.87
AA1DCD6868	mork_1	15		111	131	110	132	96	109	138	134	P761	1	0	930	0	0	368	0	58	12253	0	1359	0	3	1875	0	12	19728	516	2	3	-1.131188682	-1.373678854	1.214367573	1.166190379	2.333333333	1	1	0	0	0	0	-1	-1	1	1	0	637	72	0	900	695.23	-204.77
AA1DCD683D	mork_1	7		112	132	111	133	97	110	139	135	P762	0	1	1729	5	5	4393	2	11	17823	2	2350	0	34	14432	0	355	178425	12082	27	32	-1.012960385	0.151220601	-0.149285799	11.3705272	34.66666667	0	0	0	40	208	3	40	208	26	80	1	2225	426	0	900	618.2	-281.8
AA1DCD6847	oscar_1	1		111	131	110	132	96	109	137	134	P763	4	7	2894	1	20	7841	1	181	42668	11	4075	0	39	15804	4	421	156031	11729	30	28	-0.48093305	0.276985504	-0.575933603	11.44532898	37.33333333	20	78	6	95	528	34	75	450	25	82	9	1489	679	30	900	725.13	-174.87
AA1DCD6843	oscar_1	4		111	131	110	132	96	109	137	134	P764	10	64	2066	9	32	4540	1	406	29039	26	7972	1	54	5688	1	685	99596	-2284	20	28	0.405779176	1.078736764	2.658433028	7.390684828	54.33333333	62	316	0	328	1966	75	266	1650	69	94	20	1936	1224	63	900	291.73	-608.27
AA1DCD6859	oscar_1	5		111	131	110	132	96	109	137	134	P765	0	0	632	0	2	2514	1	6	11263	0	1198	0	0	1540	0	1	22478	342	0	0	-1.131188682	-1.483723145	1.311649567	0.249443826	0	0	0	0	0	0	0	0	0	0	5	7	916	7	0	900	350.8	-549.2
AA1DCD684D	mork_1	13		111	131	110	132	96	109	138	134	P766	9	156	2394	19	57	1385	86	723	46287	89	8817	58	76	16666	65	1239	196134	7849	-20	-13	4.129970525	2.147738444	0.520037233	17.67785809	77	178	987	158	219	1222	162	41	235	46	73	6	2432	2075	50	900	417	-483
AA1DCD686B	mork_3	10		111	131	110	132	96	109	138	134	P768	2	6	2283	18	7	3802	2	60	27746	8	2085	5	10	5195	3	183	97919	3110	6	2	-0.658275495	-0.933501692	1.418101843	4.79165942	11.66666667	12	42	17	15	67	11	3	25	13	28	21	1491	279	44	438.07	503.07	65
AA1DCD6880	mork_2	11		111	131	110	132	96	109	138	134	P769	10	30	6559	0	38	2205	0	334	40092	33	10911	0	33	10068	0	559	161780	-843	1.666666667	0	0.819578215	0.166941214	0.203691619	3.678163793	35	95	524	0	118	691	10	23	167	26	3	2	1565	958	0	463.87	463.57	-0.3
AA1DCD6858	mork_2	13		111	131	110	132	96	109	138	134	P770	7	97	3446	119	37	4688	7	281	26026	57	7162	3	40	9677	0	636	111571	2515	-2.666666667	-17	2.238317776	0.921530635	0.411706794	16.05324474	51	20	82	0	25	115	21	5	33	40	56	8	1075	999	24	639.63	510.23	-129.4
AA1DCD6826	oscar_2	5		111	131	110	132	96	109	137	134	P771	10	31	7677	9	47	2001	0	422	52093	43	10545	5	55	15888	4	848	207484	5343	10.33333333	12	1.410719699	1.283104732	0.909539105	8.007218965	58.66666667	219	1263	38	268	1588	78	49	325	39	82	16	1983	1378	31	900	877.93	-22.07
AA1DCD6840	mork_2	12		111	131	110	132	96	109	138	134	P772	10	18	4032	15	40	558	0	341	20566	21	7337	0	38	5850	3	584	95155	-1487	8.333333333	17	0.110208434	0.402750408	3.654442698	5.767341001	40	32	145	7	62	354	50	30	209	28	68	32	1586	998	53	501.23	594.43	93.2
AA1DCD6833	oscar_2	7		110	130	109	131	95	108	136	133	P773	0	4	4503	1	3	4479	4	15	32959	5	4446	4	18	8202	2	143	80949	3756	14.33333333	13	-0.83561794	-0.681971885	0.816128822	7.605845705	17	1	1	0	25	94	12	24	93	14	58	10	2397	201	24	865.33	536.63	-328.7
AA1DCD686F	mork_3	1		111	131	110	132	96	109	138	134	P774	8	4	2117	3	71	7222	4	380	53247	44	11923	1	45	10766	1	600	162244	-1157	3	1	1.469833847	0.717162666	0.487920909	11.12954027	46.66666667	40	166	4	62	335	27	22	169	27	68	12	1831	1058	0	521.5	523.7	2.2
AA1DCD686A	mork_3	2		110	130	109	131	95	108	137	133	P775	1	0	563	1	15	4391	0	26	16404	21	7575	3	18	8047	0	306	139179	472	0	-3	0.110208434	-0.509045143	-4.618930906	4.882622246	20.66666667	2	5	1	4	12	2	2	7	2	50	4	2129	347	7	461.03	626.9	165.87
AA1DCD6866	oscar_2	6		110	130	109	131	95	108	136	133	P778	10	21	6469	4	44	5125	2	314	101733	31	17537	3	54	17568	1	711	242262	31	18.66666667	23	0.701349918	1.173060442	1.672575146	8.716268315	56.33333333	62	323	13	178	1076	59	116	753	44	124	26	2477	1139	33	165.67	845.83	680.16
AA1DCD685D	oscar_3	2		110	130	109	131	95	108	136	133	P782	6	8	2116	11	30	4089	0	210	37175	18	5683	6	31	6612	5	383	102998	929	0	13	-0.067134011	-0.116029819	1.728331403	11.48254714	29	40	197	6	50	275	18	10	78	0	42	10	1289	617	24	856.6	502.67	-353.93
AA1DCD6877	oscar_3	3		110	130	109	131	95	108	136	133	P783	4	5	1871	2	39	7144	9	295	31966	25	9927	13	40	11872	11	631	193146	1945	4.666666667	15	0.346665028	0.57567715	1.660615014	6.104279009	43.66666667	20	92	22	77	412	57	57	320	38	47	9	1414	1019	26	486.83	715.6	228.77
AA1DCD6881	oscar_3	5		110	130	109	131		108	136	133	P784	9	9	2511	0	29	2614	0	203	50252	8	2705	1	30	4640	0	356	76800	1935	11	22	-0.658275495	-0.22607411	0.343433884	8.127867016	26.66666667	15	68	2	62	346	2	47	278	17	83	12	1105	617	38	800.5	896.67	96.17
AA1DCD687B	oscar_3	8		109	129	108	130	94	107	135	132	P785	8	5	3985	25	14	9810	7	116	50621	0	2291	2	50	6530	9	252	112804	4239	25.66666667	50	-1.131188682	0.025455697	-0.022503493	14.36755604	32	50	274	12	95	509	13	45	235	12					61	636.43	900	263.57
AA1DCD684C	mork_3	8		109	129	108	130	94	107	136	132	P787	10	19	4667	9	31	6573	1	358	65586	40	12974	2	46	14241	3	731	222228	1267	2.666666667	6	1.233377254	0.858648183	0.696176438	6.071426704	49.66666667	145	792	32	178	987	111	33	195	28	35	18	1850	1179	37	494.77	485.63	-9.14
AA1DCD687E	mork_3	9		109	129	108	130	94	107	136	132	P790	2	2	1441	0	24	6655	6	64	33324	6	4133	1	0	1921	1	151	95261	-2212	8.333333333	-6	-0.776503792	-0.933501692	1.20218562	6.835853194	11.66666667	9	25	0	4	10	1	-5	-15	8	33	6	1630	234	1	689.2	613.9	-75.3
AA1DCD682C	mork_3	6		109	129	108	130	94	107	136	132	P791	5	5	1545	0	36	1200	0	202	24593	31	5692	2	43	8577	4	561	114243	2885	6	12	0.701349918	0.449912246	0.641494687	4.317406629	41	50	276	4	95	542	28	45	266	34	49	9	1740	836	30	900	389.27	-510.73
AA1DCD6857	mork_2	7		109	129	108	130	94	107	136	132	P793	7	55	4336	0	26	1670	0	208	30948	21	6442	0	9	2100	1	200	47383	-4342	0.666666667	-12	0.110208434	-0.729133724	-6.615952121	7.40870359	16	25	125	3	4	9	2	-21	-116	7					32	900	900	0
AA1DCD684F	oscar_2	1		109	129	108	130	94	107	135	132	P795	7	13	7371	1	26	13076	5	155	77747	13	12827	4	39	14014	5	431	245991	1187	19	26	-0.362704753	0.245544278	-0.676981143	8.457475326	36.66666667	6	18	9	40	210	14	34	192	1	44	8	1455	620	20	499.73	470.6	-29.13
AA1DCD6828	mork_3	11		109	129	108	130		107	136	132	P796	8	21	4107	19	34	6190	1	201	58016	1	3046	3	31	10401	17	338	100813	7355	32.66666667	30	-1.072074534	0.104058762	-0.097062992	16.63276552	33.66666667	50	276	14	77	433	112	27	157	23	83	27	2448	601	78	379.27	388.8	9.53
AA1DCD6834	mork_2	8		108	128	107	129	93	106	135	131	P797	10	15	3030	3	30	7770	1	319	71895	10	5392	0	22	7727	6	286	121523	2335	2.333333333	12	-0.540047198	-0.60336882	1.117252015	5.2213238	18.66666667	95	565	9	145	862	20	50	297	19	45	5	1586	664	47	900	517.5	-382.5
AA1DCD6854	oscar_2	2		109	129	108	130	94	107	135	132	P798	10	104	4850	322	46	4575	0	770	26820	48	11866	3	56	15533	3	948	203947	3667	9.666666667	8	1.706290441	1.723281894	1.009958125	7.917912183	68	95	553	17	178	935	163	83	382	42	71	23	1774	1829	50	620.47	589.2	-31.27
AA1DCD6852	mork_3	7		108	128	107	129	93	106	135	131	P799	0	0	733	0	2	2081	0	8	12130	1	2267	0	39	16180	2	268	108813	13913	43	38	-1.072074534	0.559956537	-0.522311201	22.00868515	43.33333333	0	0	0	62	338	14	62	338	31	53	7	1689	341	1	703.27	643.43	-59.84
AA1DCD6845	mork_3	14		108	128	107	129	93	106	135	131	P802	9	15	3861	6	36	6196	0	251	67588	26	13672	0	38	16796	0	486	216486	3124	5	12	0.405779176	0.245544278	0.605117987	3.94630629	36.66666667	32	156	1	118	674	65	86	518	27	91	24	2492	813	56	492.27	784	291.73
AA1DCD68A8	oscar_3	6		108	128	107	129	93	106	134	131	P803	5	8	2476	4	48	3925	0	269	50821	31	12066	8	20	2651	17	687	202865	-9415	-4.666666667	-11	0.701349918	0.57567715	0.820813028	10.16661202	43.66666667	95	534	13	12	38	22	-83	-496	13					33	673.53	900	226.47
AA1DCD68A9	oscar_2	3		108	128	107	129	93	106	134	131	P805	10	18	4484	27	34	4559	0	320	52018	30	10136	1	42	9691	3	582	141635	-445	8.333333333	12	0.64223577	0.434191633	0.676062677	3.7273762	40.66666667	95	559	49	219	1285	66	124	726	32	74	17	1424	997	61	559.73	382.1	-177.63
AA1DCD68DF	mork_2	9		108	128	107	129	93	106	135	131	P810	0	0	898	0	0	998	7	1	8514	2	1853	8	0	263	1	3	16350	-1590	-0.666666667	-2	-1.012960385	-1.483723145	1.464739556	0.54160256	0	0	0	1	0	0	1	0	0	0	0	11	830	4	0	589.77	444.4	-145.37
AA1DCD6884	oscar_3	7		108	128	107	129	93	106	134	131	P811	3	1	976	5	45	2608	1	149	26602	39	14074	10	37	17786	5	606	221608	3712	-3.333333333	-2	1.174263105	0.276985504	0.235880275	5.148462554	37.33333333	118	711	10	219	1300	45	101	589	28	89	54	2353	844	26	821.57	544.33	-277.24
AA1DCD68DC	mork_3	4		107	127	106	128	92	105	134	130	P812	10	33	4201	30	28	1356	6	312	28513	6	1971	2	38	8353	3	414	91179	6382	16	32	-0.776503792	0.166941214	-0.214990854	10.65082156	35	40	209	2	145	856	39	105	647	21	68	12	1359	795	38	357.13	719.8	362.67
AA1DCD689F	mork_2	10		107	127	106	128	92	105	134	130	P814	5	5	2786	3	28	10135	14	163	57684	34	8974	21	33	13636	21	585	271441	4662	-1.333333333	-1	0.878692363	0.166941214	0.189988238	4.305035811	35	40	211	10	145	761	43	105	550	23	85	9	2251	813	2	502.23	560.2	57.97
AA1DCD688A	mork_3	15		107	127	106	128	92	105	134	130	P815	9	31	13269	2	18	2345	14	312	83766	47	11721	0	48	18102	1	650	289887	6381	1	1	1.647176292	0.811486344	0.492653001	7.124293337	48.66666667	25	123	6	145	882	37	120	759	18	43	29	2264	1032	26	590.57	399.43	-191.14
AA1DCD68B6	oscar_3	4		107	127	106	128	92	105	133	130	P816	10	13	3651	7	30	1581	0	251	32200	26	7713	2	28	6037	0	429	116872	-1676	2.666666667	2	0.405779176	-0.116029819	-0.285943257	3.158058475	29	118	695	26	62	326	28	-56	-369	19	46	3	1413	742	37	511.93	436.67	-75.26
AA1DCD68CD	mork_3	16		107	127	106	128	92	105	134	130	P817	9	99	2449	0	28	4271	6	334	41405	21	9036	0	43	9173	0	544	156224	137	14.66666667	22	0.110208434	0.465632859	4.225020188	6.55709963	41.33333333	77	397	2	118	676	30	41	279	30	116	14	2228	961	21	518.4	455.63	-62.77
AA1DCD68B9	mork_2	4		107	127	106	128	92	105	134	130	P818	8	4	1365	0	40	973	0	285	29955	25	4417	0	32	6541	0	440	87549	2124	4.666666667	7	0.346665028	0.025455697	0.073430243	4.511713151	32	50	239	7	40	209	1	-10	-30	21	69	3	1116	808	29	900	649.93	-250.07
AA1DCD6887	mork_3	12		107	127	106	128	92	105	134	130	P819	10	37	9612	5	34	5285	0	362	64043	28	8727	0	44	13523	3	729	174540	4796	11.33333333	16	0.524007473	0.512794698	0.97860188	30.17902141	42.33333333	50	241	6	145	775	48	95	534	45	108	33	2042	1194	43	811.9	371.43	-440.47
AA1DCD68B4	mork_2	16		107	127	106	128	92	105	134	130	P821	10	14	5249	10	17	5102	7	151	51141	10	6989	16	27	9638	4	279	134069	2649	14.66666667	17	-0.540047198	-0.351839013	0.651496785	5.438136936	24	95	502	25	118	711	35	23	209	16	89	19	2019	487	57	429.67	659.57	229.9
AA1DCD68A6	oscar_1	2		107	127	106	128	92	105	133	130	P822	10	58	9903	6	25	4609	1	343	79181	19	4397	1	3	3210	0	78	46047	-1187	-4.666666667	-16	-0.008019863	-1.232193338	153.6426997	4.460194316	5.333333333	1	1	0	1	1	0	0	0	1					39	799.7	900	100.3
AA1DCD68C6	oscar_3	1		106	126	105	127	91	104	132	129	P825	9	51	6094	3	14	2141	0	285	33554	5	2626	0	1	2231	3	39	36045	-395	-2.333333333	-4	-0.83561794	-1.468002532	1.756786758	3.322649545	0.333333333	4	11	0	50	258	6	46	247	16	40	12	1956	354	44	559.27	774.7	215.43
AA1DCD68B5	oscar_1	3		106	126	105	127	91	104	132	129	P826	8	3	1393	1	41	1282	0	345	26861	40	12020	1	49	20663	10	716	262592	8643	-1	9	1.233377254	0.685721441	0.555970559	5.092041721	46	95	540	45	118	614	57	23	74	51	50	14	2192	1178	37	546.13	586.27	40.14
AA1DCD688E	mork_1	4	161	116	138	115	139	101	114	145	143	P829	0	0	739	0	0	558	1	1	6572	0	905	0	0	962	0	4	15875	57	0.333333333	0	-1.131188682	-1.468002532	1.297752139	0.442216639	0.333333333	1	1	0	0	0	0	-1	-1	0	1	0	301	7	0	641.07	659.73	18.66
AA1DCD68E4	mork_3	11	161	116	138	115	139	101	114	145	143	P830	6	2	2321	14	27	7744	6	187	59929	35	18399	4	36	15545	4	473	249989	-2854	4.333333333	1	0.937806512	0.166941214	0.178012427	9.422431863	35	95	503	34	219	1256	44	124	753	26	23	11	2153	735	0	488.6	399.07	-89.53
AA1DCD68A3	oscar_1	4	161	116	138	115	139	101	114	145	143	P831	10	18	4177	0	35	2723	0	316	40315	14	3831	0	25	4207	0	388	61282	376	10	11	-0.303590605	-0.210353497	0.692885398	8.585776351	27	95	550	56	77	400	11	-18	-150	26	62	5	1355	771	27	759.23	678.07	-81.16
AA1DCD68A5	mork_1	12	161	116	138	115	139	101	114	145	143	P832	0	1	1786	14	4	3377	11	27	22937	4	3103	2	29	2216	33	199	87960	-887	20.33333333	25	-0.894732088	-0.320397788	0.358093547	8.970073702	24.66666667	1	1	1	0	0	0	-1	-1	17	50	12	1599	254	24	871	882.2	11.2
AA1DCD68CC	mork_1	9	161	116	138	115	139	101	114	145	143	P833	9	30	4431	23	28	2452	10	266	34998	12	4774	13	34	6857	19	328	95204	2083	13.33333333	22	-0.421818901	-0.100309206	0.237801592	5.377318621	29.33333333	50	264	40	6	19	50	-44	-245						36	577.47	900	322.53
AA1DCD68BD	mork_1	1	160	115	137	114	138	100	113	144	142	P836	8	9	2764	19	40	2251	18	374	25396	4	2701	16	44	8849	15	544	111670	6148	17.66666667	40	-0.894732088	0.512794698	-0.573126531	10.31805322	42.33333333	50	239	14	95	557	70	45	318						39	654.2	900	245.8
AA1DCD68BE	mork_1	13	160	115	137	114	138	100	113	144	142	P837	10	100	3679	349	29	277	0	443	17609	35	7775	0	28	8608	22	522	121818	833	-6	-7	0.937806512	-0.037426755	-0.039908824	4.995998399	30.66666667	40	178	3	178	1051	29	138	873	19	67	20	1947	1031	26	502.57	382.83	-119.74
AA1DCD68AD	mork_3	14	160	115	137	114	138	100	113	144	142	P838	0	4	2844	6	0	2120	0	24	24782	1	3429	0	1	732	1	13	24795	-2697	2	0	-1.072074534	-1.357958241	1.266664023	1.146976702	2.666666667	0	0	0	6	20	2	6	20	39	68	6	1791	101	29	488.1	688.8	200.7
AA1DCD68AF	mork_1	2	159	114	136	113	137	99	112	143	141	P840	0	0	1161	2	0	561	2	0	4883	0	577	0	0	823	0	0	9259	246	0	0	-1.131188682	-1.483723145	1.311649567	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	631.43	514.07	-117.36
AA1DCD68A2	mork_1	6	159	114	136	113	137	99	112	143	141	P841	2	95	3476	8	1	1504	12	162	23279	0	1950	13	0	1181	2	5	30535	-769	-0.333333333	0	-1.131188682	-1.483723145	1.311649567	0.471404521	0	0	0	2	0	0	0	0	0	0	0	9	628	167	27	769.1	834.9	65.8
AA1DCD68AC	oscar_3	2	159	114	136	113	137	99	112	143	141	P842	5	5	1458	4	45	3402	2	332	27752	40	7086	0	43	7538	4	660	107949	452	4.333333333	3	1.233377254	0.732883279	0.594208526	4.487018312	47	32	144	0	20	89	7	-12	-55						26	682.33	900	217.67
AA1DCD68C9	oscar_1	5	156	111	133	110	134	96	109	140	138	P844	0	0	1337	0	1	1255	0	8	10424	0	1100	1	4	1813	0	37	25652	713	6	4	-1.131188682	-1.200752112	1.061495868	2.41844762	6	0	0	0	2	3	0	2	3	4	42	4	1374	59	2	608.43	434.07	-174.36
AA1DCD68CA	mork_1	16	156	111	133	110	134	96	109	140	138	P845	2	74	3750	9	9	2604	8	127	20961	4	2935	2	35	19934	236	205	115771	16999	23	31	-0.894732088	-0.210353497	0.235102216	11.99814801	27	0	0	0	50	274	201	50	274	18				380	47	442.67	900	457.33
AA1DCD6895	mork_2	8	156	111	133	110	134	96	109	140	138	P847	0	6	1576	7	8	6218	3	36	20982	2	5993	0	48	15073	6	563	319483	9080	51.66666667	46	-1.012960385	1.345987184	-1.328765866	19.51705807	60	12	40	8	9	27	13	-3	-13						36	680.3	900	219.7
AA1DCD68C1	oscar_1	6	156	111	133	110	134	96	109	140	138	P849	7	11	1924	2	26	3466	1	138	32990	8	4081	2	31	10954	0	338	130372	6873	15	23	-0.658275495	-0.100309206	0.152381802	5.863635581	29.33333333	20	73	9	32	133	3	12	60	17	58	41	1398	525	30	855.17	509.97	-345.2
AA1DCD68B8	oscar_3	5	156	111	133	110	134	96	109	140	138	P850	0	2	1141	4	3	1854	3	10	10665	6	3514	6	30	14562	4	296	127468	11048	25.66666667	24	-0.776503792	-0.163191658	0.210162088	14.172587	28	0	0	1	6	17	1	6	17	25	100	19	2638	338	30	755.63	475.37	-280.26
AA1DCD68D5	mork_1	10	156	111	133	110	134	96	109	140	138	P851	10	10	3591	0	40	7964	0	329	62793	30	9585	4	60	17811	1	781	228052	8226	6.666666667	30	0.64223577	1.031574925	1.606224651	9.719167774	53.33333333	62	354	13	118	676	83	56	322	40	136	26	1732	1209	1	554.07	893.73	339.66
AA1DCD68BA	oscar_1	1	156	111	133	110	134	96	109	140	138	P852	0	0	1843	0	1	1227	0	1	11642	0	1950	0	0	1442	0	3	21549	-508	0	0	-1.131188682	-1.483723145	1.311649567	0.4	0	0	0	0	0	0	0	0	0	0	2	2	1847	4	1	576.5	727.37	150.87
AA1DCD68C2	mork_2	10	156	111	133	110	134	96	109	140	138	P853	10	41	8711	87	33	3876	0	321	57643	32	11431	2	44	10762	13	621	155875	-669	7	12	0.760464066	0.57567715	0.757007695	4.062839729	43.66666667	62	340	14	178	955	96	116	615	48	88	30	2347	1049	41	495.57	509.87	14.3
AA1DCD68BF	oscar_3	6	156	111	133	110	134	96	109	140	138	P855	10	28	10675	0	40	3137	0	351	102149	28	13163	0	20	12421	9	357	186504	-742	-10.33333333	-8	0.524007473	-0.49332453	-0.9414456	5.78734251	21	50	263	10	6	21	6	-44	-242	16	65	4	2301	752	44	365.23	330.23	-35
AA1DCD68C8	mork_2	11	156	111	133	110	134	96	109	140	138	P856	0	0	1127	2	1	1116	5	4	9754	3	2772	6	25	9713	8	187	76188	6941	19.66666667	22	-0.953846237	-0.477603917	0.50071374	10.15786504	21.33333333	2	3	1	2	4	6	0	1	10	28	8	1177	211	1	686.13	578.83	-107.3
AA1DCD68AB	mork_3	7	154	109	131	108	132	94	107	138	136	P857	0	6	1163	1	5	1841	12	27	12231	4	2601	6	8	3276	8	188	59213	675	4.333333333	4	-0.894732088	-0.902060466	1.008190583	6.479368968	12.33333333	9	25	22	9	32	28	0	7	1	29	16	1263	227	35	625.83	444.17	-181.66
