rfid	colorado_rat_number	femur_length_mm	maximum_force_n	yield_force_n	final_force_n	maximum_moment_nmm	yield_moment_nmm	final_moment_nmm	stiffness_n_mm2	x18_norm_stiffness_n_mm2	elastic_work_nmm	elastic_displacement_mm	post_yield_work_nmm	post_yield_displacement_mm	total_work_nmm	total_displacement_mm	iml_mm4	zml_mm3	cortical_thickness_mm	tissue_strength_m_pa	tissue_modulus_g_pa	correction_factor	corrected_modulus_g_pa	tt_ar_mm2	m_ar_mm2	ct_ms_mm2	ct_ar_mm2	ct_ar_tt_ar_percent	ps_pm_mm	ec_pm_mm	ps_pmest_mm	ec_pmest_mm	po_ar_mm2	ct_po_percent	ct_th_mm	j_mm4	imax_mm4	imin_mm4	zmax_mm3	zmin_mm3	dmax_mm	dmin_mm	ct_app_d_mg_ha_cm3	ct_tiss_d_mg_ha_cm3	ct_th_sd_mm	bv_tv_percent	tb_th_μm	tb_n_1_mm	tb_sp_μm	conn_d_number_mm3	app_d_mg_ha_cm3	tiss_d_mg_ha_cm3	tv_mm3	bv_mm3	smi	bs_mm2	bs_bv_mm2_mm3	bs_tv_mm2_mm3	bs_mv_mm2_mm3	da	tb_th_sd_μm	center	batchnumber	age
00077E7AEE	2443	33.45	95.26	92.01	90.4	428.67	414.045	406.8	222.1473124	222.1473124	25.271805	0.66	43.83028	0.469	69.102085	1.129	2.37546	1.78994	0.582	239.4884745	11.36238811	0.352553564	32.22882782	7.59745	3.03822	4.55923	4.55923	0.600100034	9.827456864	6.074643661	9.770996491	6.178948011	0	0	601	7.52584	4.48598	3.03986	2.49657	2.08171	3.593714576	2.920541286	1328.318562	1341.870612	0.0508	0.3996	96.5	5.4826	154.5	131.4711	484.0857958	928.345928	12.1852	4.869	0.4089	120.1203	24.6844	9.857884975	16.41840026	1.5222	30.6	NY	Batch04	185
00077E994F	2444	34.49	132.16	107.19	132.16	594.72	482.355	594.72	348.1770102	348.1770102	20.62331	0.42	45.44247	0.369	66.06578	0.789	3.00528	2.15378	0.593	276.1284811	14.07639446	0.318435462	44.20485819	8.259	3.24884	5.01016	5.00963	0.60656617	10.21637497	6.234715895	10.18752447	6.389532652	0.00053	0.000105785	606	8.8906	5.31351	3.5771	2.80775	2.45875	3.784888256	2.909689883	1317.199892	1333.709433	0.0524	0.1913	75.7	3.5977	275.6	69.7407	312.5512946	948.561692	12.8404	2.4567	1.8529	80.6904	34.0647	6.284103299	7.770871655	1.5259	21.8	NY	Batch05	192
00077E9973	2446	35.9	117.65	100.21	117.4	529.425	450.945	528.3	308.6524547	308.6524547	21.10858	0.46	33.08278	0.299	54.19136	0.759	2.99764	2.28149	0.6	232.0522992	12.51026582	0.364406948	34.33048106	7.75451	1.34984	6.40467	6.40429	0.825879391	12.17380119	7.729985594	9.871476414	4.118566463	0.00038	5.93E-05	744	16.59041	11.59046	4.99996	5.05678	3.40274	4.584126658	2.938784627	1296.609762	1308.402291	0.0858	0.3197	88.8	4.9299	185.4	102.875	425.2728972	953.42845	17.5213	5.6011	1.0702	154.1932	27.7624	8.800328743	12.9354541	1.4667	27.3	NY	Batch06	193
00077E8CFA	2447	38.25	119.26	115.43	119.26	596.3	577.15	596.3	237.1195625	325.2668896	36.909425	0.72	34.914395	0.3	71.82382	1.02	3.73808	2.44202	0.628	244.1830943	7.707172357	0.26294321	29.31116703	8.04274	3.13076	4.91198	4.91198	0.61073465	10.11845251	6.176374701	10.05326074	6.272343299	0	0	600	8.63721	5.63957	2.99764	2.9508	2.28149	3.822400705	2.627791487	1310.648487	1325.435944	0.0783	0.1067	76.1	1.9553	519.5	25.9254	196.273215	975.516044	15.3325	1.6362	2.3425	54.8155	35.4975	3.575118213	4.002212276	1.4851	24.4	NY	Batch06	193
00077E8DCD	2526	39.33	159.46	119.86	144.53	797.3	599.3	722.65	405.5923618	556.3681232	21.342095	0.351	103.475145	0.718	124.81724	1.069	5.3851	3.31593	0.619	240.4453653	9.151078339	0.22011223	41.57460183	10.33704	6.78212	3.55492	3.55492	0.343901155	9.034641473	5.998667636	11.39732757	9.231827201	0	0	471	5.20277	2.94115	2.26162	1.83537	1.65069	3.204966846	2.740211669	1319.708144	1340.373148	0.0432	0.18	88.7	1.9153	531	45.7814	257.5569292	983.37773	19.3638	3.4854	1.4663	95.0978	27.7931	4.911112488	5.989129887	1.5994	24.9	NY	Batch09	200
00077E976C	2532	35.57	134.04	106.67	134.04	603.18	480.015	603.18	368.859991	368.859991	19.42766	0.39	29.70919	0.241	49.13685	0.631	4.38954	2.932	0.618	205.7230559	10.20983723	0.27541921	37.07017109	8.5956	3.41637	5.17923	5.17914	0.602533855	10.46337209	6.54127907	10.39305033	6.552203566	9.00E-05	1.74E-05	606	9.76482	6.20753	3.55728	3.16402	2.56102	3.923824755	2.778018133	1296.310269	1312.482881	0.0436	0.3579	97.7	4.5424	192.7	91.1666	459.078147	956.797744	13.8428	4.9539	0.6465	119.161	24.1278	8.608157309	13.40559574	1.4392	27	NY	Batch09	197
00077E8B15	2537	39.39	142.98	120.05	142.98	714.9	600.25	714.9	345.3909091	473.7872553	27.98905	0.56	43.43801	0.33	71.42706	0.89	4.47027	2.91453	0.612	245.2882626	9.387575125	0.258071637	36.37584987	9.81764	4.06618	5.75146	5.75137	0.585820014	11.24841438	7.272198732	11.10729953	7.148225295	9.00E-05	1.56E-05	618	12.71037	8.32084	4.38954	3.81539	2.932	4.36172449	2.994229195	1310.311558	1324.799522	0.0612	0.2195	96.9	2.4883	415.6	49.1947	327.5259346	962.7876	18.0304	3.9573	1.4067	101.1354	25.9354	5.609160085	7.186433693	1.6016	27.7	NY	Batch09	201
00077E91FC	2539	38.26	139.42	124.4	137.43	697.1	622	687.15	370.0181127	507.5694275	26.40834	0.47	48.896805	0.36	75.305145	0.83	3.39044	2.22665	0.588	313.0712056	13.25999006	0.254446717	52.11303263	9.95938	4.1896	5.76978	5.76885	0.579237864	11.50891111	7.30384699	11.18719179	7.255898726	0.00093	0.000161185	612	13.21967	8.74941	4.47027	3.79846	2.91453	4.606819606	3.067575218	1269.580537	1285.266472	0.0826	0.0897	76.6	1.5734	674.3	21.8381	178.7528862	948.187326	20.5833	1.846	2.4415	62.5332	35.892	3.038055122	3.337364508	1.5045	24.4	NY	Batch09	198
00077E92A4	2540	34.21	120.31	88.41	119.54	541.395	397.845	537.93	331.2667601	331.2667601	12.904925	0.3	55.936015	0.51	68.84094	0.81	2.76734	2.09154	0.582	258.8499383	14.54425959	0.354617066	41.01398657	8.25181	3.28848	4.96333	4.9632	0.601468042	10.40334302	6.387475775	10.18308905	6.428394701	0.00013	2.62E-05	588	9.01591	5.62546	3.39044	2.76305	2.22665	4.071920523	3.045328184	1301.963196	1317.761441	0.0682	0.3948	104.1	5.2015	169	102.6118	491.3484962	934.9722062	12.7617	5.0384	0.6294	116.1188	23.171	9.099007186	15.03486851	1.5313	35.3	NY	Batch09	203
00077E77E1	2541	38.37	168.07	137.56	167.95	840.35	687.8	839.75	425.9854698	584.3422083	27.115335	0.409	97.99729	0.611	125.112625	1.02	2.92351	2.04272	0.652	411.3877575	17.7037994	0.314525787	56.28727484	10.98546	4.28035	6.70511	6.70493	0.610345857	11.83492719	7.287546186	11.7493558	7.334061935	0.00018	2.68E-05	698	16.1533	10.26423	5.88907	4.47986	3.55597	4.582388735	3.312215795	1325.81031	1338.389008	0.0787	0.2348	92	3.0129	337	49.6163	347.9663182	962.413234	19.6206	4.6074	1.1568	120.8166	26.4668	6.157640439	8.047358325	1.6615	26.7	NY	Batch09	201
00077E8226	2542	34.83	114.51	95.06	106.3	515.295	427.77	478.35	292.1953804	292.1953804	19.074565	0.399	66.41042	0.611	85.484985	1.01	5.88907	3.55597	0.698	144.9098277	6.028411739	0.226990933	26.55794074	7.53126	2.93584	4.59542	4.59541	0.610178111	9.732439487	5.990151875	9.728340267	6.073948757	1.00E-05	2.18E-06	582	7.45759	4.69025	2.76734	2.5618	2.09154	3.661683192	2.646222401	1321.280482	1336.217685	0.0429	0.4505	104.7	5.487	149.8	116.0439	525.9399146	953.8776892	10.7632	4.8492	-0.1254	106.2874	21.8579	9.875074327	17.97216774	1.5311	31.1	NY	Batch09	202
00077E97BD	2547	35.4	120.14	103.24	116.68	540.63	464.58	525.06	298.6723126	298.6723126	21.46332	0.439	57.175595	0.491	78.638915	0.93	3.23306	2.23046	0.646	242.3849789	11.2242538	0.303974606	36.92497199	7.83316	3.11219	4.72097	4.7209	0.602681421	10.170895	6.20096312	9.921410769	6.253713534	7.00E-05	1.48E-05	652	8.28639	5.36289	2.92351	2.77351	2.04272	3.8672224	2.862369781	1303.498097	1317.199892	0.07	0.3998	101.2	5.1446	170.7	96.1884	491.835172	952.679718	13.5983	5.4372	0.2479	124.562	22.8823	9.160115603	15.26289348	1.4628	31.9	NY	Batch09	202
00077E8C7C	2548	36.08	134.16	111.15	133.9	603.72	500.175	602.55	292.3734229	292.3734229	26.615155	0.488	40.89916	0.321	67.514315	0.809	3.8623	2.89826	0.695	208.3042929	9.197465468	0.376791437	24.40996414	7.82205	2.77717	5.04488	5.04482	0.644948575	9.876237624	5.655652775	9.914372359	5.907533113	6.00E-05	1.19E-05	646	8.21657	4.98351	3.23306	2.74479	2.23046	3.631250478	2.89900738	1308.140235	1322.06665	0.0922	0.4206	104.7	5.2861	161.9	105.4355	505.499531	946.8396084	11.9789	5.0386	0.1413	111.9355	22.1992	9.344388884	16.12833739	1.5931	33.1	NY	Batch09	198
00077E8F7A	2549	39.17	179.65	135.19	145.47	898.25	675.95	727.35	429.385588	589.0062935	26.821645	0.42	171.36075	1.041	198.182395	1.461	3.5771	2.45875	0.606	365.3279105	14.58453746	0.292112741	49.92776894	9.88749	4.07809	5.8094	5.80936	0.587546486	11.5512685	7.464587738	11.14674229	7.158686356	4.00E-05	6.89E-06	695	13.81038	9.94808	3.8623	4.3698	2.89826	4.553105405	2.665254325	1314.204964	1326.783662	0.0618	0.1545	80.3	2.3358	440.9	39.6418	266.0176008	977.013508	21.4925	3.3197	2.016	105.3639	32.8441	4.902356636	5.797890254	1.7662	24	NY	Batch09	202
00077E8D70	2751	34.51	103.59	98.03	103.56	466.155	441.135	466.02	255.7627469	255.7627469	23.211085	0.469	16.409445	0.161	39.62053	0.63	5.17165	3.13321	0.613	148.7787285	6.008754217	0.207452452	28.96448881	9.97081	4.23671	5.7341	5.73349	0.575027505	11.18556701	7.411292256	11.19360951	7.296579202	0.00061	0.000106381	613	12.56514	7.39349	5.17165	3.57062	3.13321	4.141291989	3.301183132	1311.509529	1326.559042	0.0595	0.5858	135.3	5.3888	143.3	62.4771	617.996514	983.4526032	9.0033	5.2744	-2.5889	80.7848	15.1606	8.972798863	21.66451232	1.7816	46.4	NY	Batch09	201
00077E8275	2752	35.24	144.56	109.44	144.42	650.52	492.48	649.89	350.324491	350.324491	22.202755	0.449	48.181955	0.36	70.38471	0.809	1.96607	1.4409	0.393	451.4678326	21.64949653	0.244988852	88.36931283	8.58445	3.32161	5.26284	5.26278	0.61305966	10.37232793	6.291402396	10.38630734	6.460695187	6.00E-05	1.14E-05	628	9.71446	5.97639	3.73808	3.05375	2.44202	3.914131805	3.061465508	1326.296986	1340.972133	0.0851	0.4081	102.3	5.1277	172.3	109.3325	490.9741302	962.413234	12.526	5.1122	0.2555	116.7653	22.8499	9.321834584	15.74972349	1.5473	32.3	NY	Batch07	191
00077E79F4	2753	35.6	120.72	118.88	120.64	543.24	534.96	542.88	339.4756029	339.4756029	25.878415	0.459	21.62967	0.182	47.508085	0.641	3.35355	2.34491	0.58	231.6677399	12.29929053	0.297814767	41.29845766	8.32922	3.40829	4.92093	4.90807	0.589259258	10.260747	6.563307494	10.2307412	6.544450726	0.01286	0.002613327	580	8.9159	5.56235	3.35355	2.95635	2.34491	3.762984762	2.860280352	1279.838165	1299.043141	0.0545	0.4091	110.8	4.8689	186.7	80.0665	501.5312514	940.2882034	11.8964	4.8663	0.2904	102.0758	20.9885	8.580394069	14.51982191	1.6389	34.7	NY	Batch07	196
00077E9B92	2754	39.21	194.6	157.48	194.6	875.7	708.66	875.7	400.6205784	400.6205784	40.413325	0.53	45.98216	0.26	86.395485	0.79	7.13449	4.14438	0.7	211.2981918	6.822547971	0.204434454	33.37278936	11.94044	4.85523	7.08521	7.08515	0.593374281	12.35835095	7.773255814	12.24940792	7.811057521	6.00E-05	8.47E-06	700	18.59972	11.46522	7.13449	4.97472	4.14438	4.609393091	3.442970963	1307.129447	1321.430228	0.0731	0.2248	94.2	2.0302	553.9	50.7982	332.8793684	958.669574	20.2566	4.5541	1.2638	117.6978	26.1086	5.810343296	7.495481611	1.8248	26.3	NY	Batch07	
00077E827C	2755	34.64	101.18	91.71	101.18	455.31	412.695	455.31	269.2790698	269.2790698	19.247055	0.42	19.29861	0.2	38.545665	0.62	2.35896	1.87223	0.587	243.1912746	13.86941999	0.390105898	35.55296152	6.74632	2.4501	4.29622	4.2962	0.63682126	9.205825941	5.347039079	9.207429468	5.548771453	2.00E-05	4.66E-06	587	6.08437	3.72541	2.35896	2.19546	1.87223	3.393739809	2.519946801	1334.008926	1352.090803	0.058	0.2948	100.1	4.0878	226	68.618	416.1383668	988.618854	11.8992	3.508	1.3682	88.2398	25.4757	7.415607772	10.5157546	1.3567	34.1	NY	Batch09	203
00077E9C7A	2756	36.29	138.37	125.45	138.37	622.665	564.525	622.665	332.9375945	332.9375945	29.028935	0.46	29.30279	0.219	58.331725	0.679	3.27924	2.34525	0.646	265.5004797	12.33576003	0.330215184	37.35673165	7.95697	2.82854	5.12843	5.1284	0.644516694	9.991365416	5.793230486	9.999511687	5.961919317	3.00E-05	5.85E-06	646	8.55077	5.27153	3.27924	2.79137	2.34525	3.777019886	2.796495043	1331.463237	1345.539398	0.0593	0.3942	108.8	4.4617	199.4	71.7515	491.4982426	982.3295052	12.3064	4.8514	0.2335	103.6996	21.3461	8.42647728	13.91007378	1.4892	35.9	NY	Batch09	204
00077E9619	2757	35.65	117.97	102.99	117.97	530.865	463.455	530.865	310.0809872	310.0809872	20.508895	0.389	17.843055	0.16	38.35195	0.549	2.91813	2.16549	0.615	245.1477495	12.91061055	0.350210172	36.86532139	7.50457	2.7168	4.78777	4.78777	0.63798059	9.656395349	5.821511628	9.711086856	5.842971477	0	0	615	7.5064	4.58827	2.91813	2.55309	2.16549	3.594287706	2.69512212	1336.255122	1352.727226	0.0529	0.4898	132.1	5.0631	159.8	81.7585	558.8841226	968.215907	11.3138	5.5416	-0.5665	102.0763	18.3189	9.022282522	17.6841239	1.6661	60.8	NY	Batch09	201
00077E9133	2758	37.29	173.04	144.05	171.63	778.68	648.225	772.335	433.0220421	433.0220421	31.687985	0.489	87.152775	0.53	118.84076	1.019	5.29641	3.22585	0.644	241.3875413	9.933554636	0.220736039	45.001961	10.34916	4.26285	6.08631	6.08628	0.588094106	11.48814848	7.318313953	11.4040072	7.319054104	3.00E-05	4.93E-06	644	13.90594	8.60954	5.29641	3.92847	3.22585	4.38315171	3.28372987	1310.873107	1324.537466	0.0776	0.5111	124.6	5.5126	147.9	97.2837	573.1100306	955.5248996	16.7448	8.5586	-0.8395	156.4921	18.1413	9.345713296	19.11657423	1.6356	44.9	NY	Batch09	200
00077E95BC	2759	35.22	135.8	120.48	129.25	611.1	542.16	581.625	335.0881593	335.0881593	27.49447	0.489	41.99515	0.321	69.48962	0.81	3.69055	2.39197	0.605	255.4797928	11.03174631	0.251150886	43.92477569	8.59062	3.44601	5.14461	5.14454	0.598855496	10.38466056	6.521611463	10.39003921	6.580565234	7.00E-05	1.36E-05	605	9.61131	5.92076	3.69055	3.06892	2.39197	3.858530037	3.085782848	1320.681496	1336.517178	0.0532	0.2979	93.7	4.1476	227.8	69.143	415.464508	948.936058	12.1343	3.6144	0.9862	92.2295	25.7069	7.600726865	10.82518574	1.5011	27.8	NY	Batch09	203
00077E9C94	2760	37.19	170.89	135.87	170.36	769.005	611.415	766.62	408.2847208	408.2847208	31.721145	0.55	83.308835	0.51	115.02998	1.06	5.31747	3.32749	0.632	231.1066299	9.328984194	0.235516512	39.61074373	10.47013	4.41281	6.05732	6.05708	0.578510486	11.63685152	7.432915921	11.47046355	7.446677508	0.00024	3.96E-05	632	14.15239	8.83492	5.31747	4.01404	3.32749	4.402008949	3.196084737	1272.912394	1287.624978	0.0738	0.119	92.4	1.4085	756.1	17.768	211.7345308	980.008436	14.0421	1.6716	1.9902	45.3381	27.997	3.228726473	3.665017582	1.6228	27.3	NY	Batch09	195
00077E972A	2761	41.81	201.9	201.62	195.87	1009.5	1008.1	979.35	354.4383126	486.1979597	80.51804	0.86	28.03192	0.14	108.54996	1	8.52273	4.64178	0.626	217.4812249	5.052870968	0.147541363	34.24714846	13.56717	6.56782	6.99935	6.99932	0.515901253	13.1217974	9.135790304	13.05718524	9.084803809	3.00E-05	4.29E-06	626	22.00549	13.48276	8.52273	5.38054	4.64178	5.011675408	3.672181792	1270.291832	1283.956191	0.0778	0.1987	96.8	1.5601	705.4	36.1227	291.1375594	965.033796	27.3928	5.4426	1.1201	136.8266	25.2908	4.994984083	6.233501289	1.7759	30.4	NY	Batch06	184
00077E84E5	2762	40.04	199.27	175.69	199.27	996.35	878.45	996.35	407.5202289	559.0126596	47.650965	0.57	37.89194	0.199	85.542905	0.769	7.38281	4.2343	0.643	235.3045368	6.706620894	0.181764688	36.89727076	12.82237	5.87652	6.94585	6.94545	0.541666634	12.84001246	8.667981728	12.69372497	8.593400272	0.0004	5.76E-05	643	20.66203	13.27923	7.38281	5.4083	4.2343	4.910685428	3.487145455	1292.34199	1306.567898	0.0927	0.0757	74.3	1.279	809.9	15.3331	173.0999596	953.802816	22.533	1.706	2.4763	58.6378	36.4101	2.602307726	2.815470303	1.6051	22.3	NY	Batch07	186
00077E8212	2763	39.92	178.02	141.74	178.02	890.1	708.7	890.1	359.791547	493.5412168	39.274755	0.66	38.252405	0.239	77.52716	0.899	6.39187	3.96628	0.663	224.4168339	6.839105452	0.237278186	28.82315297	11.82313	5.08607	6.73706	6.737	0.569815269	12.27979008	7.936818275	12.18908665	7.994588206	6.00E-05	8.91E-06	663	18.11762	11.72575	6.39187	5.00318	3.96628	4.687318865	3.223105782	1292.192243	1305.295053	0.0694	0.1979	86.2	2.1266	505.8	49.0736	316.819067	967.654358	23.1591	4.5843	1.6028	133.3523	29.6182	5.75809509	7.17920516	1.8068	26.3	NY	Batch07	
00077E9892	2764	35.64	110.4	102.02	110.4	496.8	459.09	496.8	291.0001646	291.0001646	23.50907	0.55	27.051695	0.251	50.560765	0.801	2.68923	1.99716	0.579	248.7532296	13.14745113	0.341078252	38.54672951	7.19283	2.75665	4.43618	4.43616	0.616747511	9.479651163	5.762209302	9.507248158	5.885667809	2.00E-05	4.51E-06	579	6.77888	4.08965	2.68923	2.37924	1.99716	3.43777845	2.693054137	1309.862319	1325.510817	0.0382	0.3769	106.7	4.8158	184.4	86.8175	472.1435204	950.4709586	13.92	5.2466	0.7408	119.757	22.8916	8.603232759	13.80738811	1.5391	36.5	NY	Batch07	191
00077E91A0	2765	35.31	108.76	97.62	108.76	489.42	439.29	489.42	279.0416128	279.0416128	20.318795	0.42	18.314395	0.179	38.63319	0.599	2.60443	1.88803	0.572	259.2225759	13.01764914	0.321392095	40.50394939	7.06165	2.69412	4.36753	4.36751	0.618482932	9.479117228	5.72021832	9.420154513	5.818531636	2.00E-05	4.58E-06	572	6.57947	3.97504	2.60443	2.26972	1.88803	3.502669933	2.758886247	1323.863607	1340.78495	0.0545	0.3058	102.8	3.8134	257.1	57.9018	417.7855772	978.136606	9.9392	3.0398	0.9805	70.2877	23.3515	7.071766339	10.18750906	1.6022	33.3	NY	Batch07	190
00077E84EA	2766	39.39	171.24	148	171.24	856.2	740	856.2	379.7890635	520.9726523	35.991475	0.53	55.48248	0.35	91.473955	0.88	5.5064	3.53814	0.709	241.9915549	8.380134247	0.268681212	31.18987813	11.05638	4.17108	6.8853	6.88297	0.622533777	12.02336057	7.30724911	11.78722057	7.239843724	0.00233	0.000338402	709	16.9659	11.45951	5.5064	4.75425	3.53814	4.820743545	3.112595884	1337.977205	1353.101592	0.0848	0.2589	99.6	2.1471	508.3	54.7837	363.5025072	1003.96786	21.0282	5.4432	1.0144	132.7026	24.5626	6.310697064	8.514764196	1.7114	30.9	NY	Batch07	
00077E9A64	2767	35.23	133.01	113.6	133.01	598.545	511.2	598.545	347.7380716	347.7380716	23.384525	0.41	28.65302	0.23	52.037545	0.64	3.31594	2.45964	0.629	243.3465873	12.74153805	0.353651316	36.02853281	7.91152	2.8706	5.04092	5.04002	0.637048254	9.912497064	6.021846371	9.970912317	6.006082208	0.0009	0.000178539	629	8.32624	5.0103	3.31594	2.77145	2.45964	3.615652456	2.696280757	1301.776013	1316.263977	0.068	0.6967	165.3	5.6154	129.6	55.6479	699.3239	970.2274	10.4676	7.2926	-4.6424	88.431	11.9697	8.448068325	27.85228346	1.798	59.4	NY	Batch07	196
00077E9B7E	2768	39.34	174.1	141.99	174.1	870.5	709.95	870.5	340.3000131	466.8038588	39.398795	0.65	72.996325	0.45	112.39512	1.1	6.85253	4.04279	0.667	215.3215972	6.033749811	0.216529433	27.8657258	10.08372	3.91878	6.16494	6.16491	0.611372589	11.48286095	7.015503876	11.25680961	7.01746691	3.00E-05	4.87E-06	666	13.70197	8.70154	5.00043	3.89971	3.18815	4.462660044	3.136885027	1307.878179	1321.916904	0.081	0.0504	78.9	0.7105	1442.5	9.9177	113.6880754	978.510972	19.4097	0.9788	2.6057	31.4819	34.5985	1.621967367	1.708104325	1.5597	24.7	NY	Batch07	197
00077E997C	2769	35.08	160.37	141.63	160.26	721.665	637.335	721.17	392.9848013	392.9848013	31.79104	0.449	54.917185	0.361	86.708225	0.81	5.39082	3.46141	0.71	208.4887372	8.857215296	0.268408175	32.99905194	10.05626	3.67421	6.38205	6.38187	0.634616647	11.21677741	6.661129568	11.24147189	6.794960234	0.00018	2.82E-05	710	13.51879	8.12797	5.39082	4.04089	3.46141	4.0228613	3.114811594	1318.098371	1331.65042	0.0593	0.2362	104.2	2.2575	474.3	43.9241	311.8399992	1004.604282	16.5854	3.9172	1.0805	93.3386	24.0027	5.627756943	7.367944933	1.7699	33.6	NY	Batch07	189
00077E9A08	2770	37.07	147.8	143.99	146.7	665.1	647.955	660.15	346.8212057	346.8212057	38.34313	0.58	26.43893	0.18	64.78206	0.76	3.79911	2.79164	0.663	238.2470519	11.09174951	0.355361569	31.21257468	9.06873	3.29915	5.76958	5.76957	0.636204849	10.85923524	6.459637746	10.67525279	6.438815234	1.00E-05	1.73E-06	663	11.44509	7.64598	3.79911	3.63787	2.79164	4.20354768	2.721776447	1316.413724	1330.976561	0.0711	0.0613	77.5	1.275	790.2	9.9849	157.8258268	978.885338	15.1729	0.9295	2.6938	30.3955	35.32	2.003275577	2.134005926	1.3838	24.7	NY	Batch07	198
00077E9BBF	2771	40.59	182.51	156.58	153.66	912.55	782.9	768.3	395.2058073	542.120449	6.83216	0.51	145.498425	0.661	152.330585	1.171	6.85686	4.06264	0.67	224.6199516	7.002841765	0.21018155	33.31806123	11.58427	4.86043	6.72384	6.72343	0.580393067	12.18227254	7.802427581	12.06533174	7.815239262	0.00041	6.10E-05	670	17.25338	10.39651	6.85686	4.54523	4.06264	4.57469039	3.375568596	1307.578686	1321.168172	0.0653	0.2587	101.6	3.0527	331.7	58.938	365.7487032	967.279992	20.4792	5.297	1.2979	129.8091	24.7599	6.338582562	8.550084968	1.5616	30.7	NY	Batch07	197
00077E84C5	2772	35.5	119.64	112.15	119.21	538.38	504.675	536.445	277.6596654	277.6596654	31.71707	0.69	37.68633	0.32	69.4034	1.01	2.26162	1.65069	0.471	326.1545172	14.91658605	0.283129145	52.68474234	7.81525	3.16706	4.64819	4.6481	0.594747449	9.985905567	6.245008222	9.910061955	6.308601249	9.00E-05	1.94E-05	570	7.92543	4.83766	3.08776	2.58359	2.16908	3.744913086	2.847068803	1315.664992	1331.126307	0.0628	0.2977	92.5	4.4526	216.4	85.369	400.9765438	972.895482	14.5545	4.3324	1.1199	114.3028	26.6536	7.853433646	11.18192935	1.4614	28.7	NY	Batch07	188
00077E9697	2773	40.03	194.74	164.98	194.74	973.7	824.9	973.7	459.8023883	630.7302994	36.53682	0.45	71.57042	0.39	108.10724	0.84	2.24653	1.69579	0.479	574.1866623	24.86768046	0.313140744	79.41374907	11.90406	4.59551	7.30855	7.30831	0.613934238	12.53945183	7.799299953	12.230733	7.599268506	0.00024	3.28E-05	718	19.19988	12.34736	6.85253	5.09962	4.04279	4.842462772	3.39000047	1286.988556	1300.091366	0.0796	0.0824	79.9	1.19	854.3	17.2739	184.1811932	965.033796	20.4933	1.6884	2.3277	52.178	32.648	2.546100433	2.774702338	1.5648	24	NY	Batch07	193
00077E7814	2774	34.33	131.17	114.82	131.17	590.265	516.69	590.265	310.361921	310.361921	27.6251	0.509	43.49336	0.35	71.11846	0.859	2.9311	2.03209	0.406	290.4718787	12.86512688	0.213544251	60.24571865	8.28666	4.69075	3.59591	3.59377	0.433681363	10.14534884	7.510295543	10.2045696	7.677610498	0.00214	0.000595121	406	7.20543	4.27432	2.9311	2.33214	2.03209	3.665577538	2.884813173	1204.964965	1227.015123	0.0375	0.1083	67.9	2.3887	463.3	33.8722	217.1254012	887.9144	16.1046	1.7434	2.565	64.7303	40.1267	4.019367137	4.507304404	1.9862	21.2	NY	Batch07	191
00077E8197	2775	38.96	148.95	135.37	148.95	744.75	676.85	744.75	318.45256	436.8347874	36.55186	0.55	24.06325	0.17	60.61511	0.72	2.34093	1.67862	0.409	443.668013	16.52846776	0.2395441	68.99968622	7.08816	3.78683	3.30133	3.30062	0.465652581	9.383400896	6.700981438	9.437819957	6.898312057	0.00071	0.000215065	409	5.50584	3.16491	2.34093	1.88087	1.67862	3.365368154	2.789112485	1241.46565	1262.205527	0.0432	0.0659	63.6	1.684	613.5	19.0531	155.6170674	930.592124	11.468	0.7554	2.9096	29.6777	44.0864	2.587870596	2.770354536	1.7547	19.5	NY	Batch07	186
00077E9C54	2776	38.45	138.49	81.59	136.61	692.45	407.95	683.05	128.1950102	175.8504941	21.950535	0.641	61.75617	0.52	83.706705	1.161	3.52302	2.55839	0.665	270.6585001	4.421119875	0.346674555	12.75294022	8.97745	2.91673	6.06072	6.05985	0.675007937	10.8352891	6.229997866	10.6213918	6.054148178	0.00087	0.000143547	707	11.68125	8.05373	3.62752	3.76328	2.6536	4.280165175	2.73403678	1312.5127	1326.1311	0.0677	0.1077	78.9	1.4561	705.9	27.0863	219.4846	947.286	14.6753	1.5809	2.1225	50.6937	33.5974	3.454355277	3.871403043	1.5638	22.7	NY	Batch07	195
00077E9692	2777	35.4	143.49	128.7	143.49	645.705	579.15	645.705	186.4701036	186.4701036	54.987995	0.864	33.0573	0.241	88.045295	1.105	5.69021	3.56133	0.686	181.3100724	3.981596036	0.247029014	16.1179287	8.37004	2.89263	5.47741	5.4774	0.654405475	10.3005814	6.084883721	10.25578006	6.02908456	1.00E-05	1.83E-06	665	9.60417	6.08115	3.52302	3.15052	2.55839	3.860410345	2.75409144	1286.7385	1300.9053	0.0576	0.4155	115.1	4.6745	184	73.4656	503.8237	938.9693	12.3527	5.1326	0.1647	104.9978	20.4489	8.499987857	14.54243016	1.6081	37.9	NY	Batch06	184
