rfid	colorado_rat_number	femur_length_mm	maximum_force_n	yield_force_n	final_force_n	maximum_moment_nmm	yield_moment_nmm	final_moment_nmm	stiffness_n_mm2	x18_norm_stiffness_n_mm2	elastic_work_nmm	elastic_displacement_mm	post_yield_work_nmm	post_yield_displacement_mm	total_work_nmm	total_displacement_mm	iml_mm4	zml_mm3	cortical_thickness_mm	tissue_strength_m_pa	tissue_modulus_g_pa	correction_factor	corrected_modulus_g_pa	tt_ar_mm2	m_ar_mm2	ct_ms_mm2	ct_ar_mm2	ct_ar_tt_ar_percent	ps_pm_mm	ec_pm_mm	ps_pmest_mm	ec_pmest_mm	po_ar_mm2	ct_po_percent	ct_th_mm	j_mm4	imax_mm4	imin_mm4	zmax_mm3	zmin_mm3	dmax_mm	dmin_mm	ct_app_d_mg_ha_cm3	ct_tiss_d_mg_ha_cm3	ct_th_sd_mm	bv_tv_percent	tb_th_μm	tb_n_1_mm	tb_sp_μm	conn_d_number_mm3	app_d_mg_ha_cm3	tiss_d_mg_ha_cm3	tv_mm3	bv_mm3	smi	bs_mm2	bs_bv_mm2_mm3	bs_tv_mm2_mm3	bs_mv_mm2_mm3	da	tb_th_sd_μm	center	batchnumber	age
00077E95E9	1142	34.73	85.75	79.32	84.78	385.875	356.94	381.51	184.4192431	184.4192431	22.65462	0.595	25.42437	0.304	48.07899	0.899	4.37846	2.82395	0.471	136.6437083	5.117538595	0.199128964	25.69961944	9.96716	5.29503	4.67213	4.67202	0.468741347	11.3733982	8.37921215	11.1915605	8.157163073	0.00011	2.35E-05	471	11.04644	6.66798	4.37846	3.17443	2.82395	4.201056568	3.100947255	1259.135726	1276.730928	0.0518	0.2074	98.1	2.5895	397.5	38.9922	295.6299514	936.207614	14.6696	3.0425	1.6674	77.7629	26.0514	5.300955718	6.688073552	2.0547	31.2	MI	Batch05	95
00077E9B4B	1143	33.82	108.15	107	105.23	486.675	481.5	473.535	222.9639788	222.9639788	32.17629	0.569	23.130935	0.216	55.307225	0.785	2.58314	1.80511	0.423	269.6096083	10.48728425	0.640649948	16.36975743	6.60377	0.76899	5.83478	5.83472	0.883543794	11.40221987	7.365221987	9.109633432	3.108603117	6.00E-05	1.03E-05	619	13.41936	8.03263	5.38673	3.75787	3.31552	4.275097329	3.249402809	1317.461948	1332.249405	0.0604	0.1657	79.5	2.9222	710.1	53.5937	289.3780392	907.381432	10.1225	1.6775	2.1371	54.2386	33.9129	5.358221783	6.422569568	1.74	24.5	MI	Batch05	86
00077E9A7F	1144	30.97	83.55	77.49	82.78	375.975	348.705	372.51	208.2811993	208.2811993	17.913525	0.455	29.92154	0.365	47.835065	0.82	2.75461	1.93099	0.467	194.7058245	9.186841591	0.25195424	36.4623417	7.44355	3.90243	3.54112	3.54004	0.475584902	9.62614927	7.02203894	9.671525629	7.002812412	0.00108	0.000304988	423	6.15055	3.56741	2.58314	2.08447	1.80511	3.422846095	2.862030569	1287.400359	1308.327418	0.0461	0.2071	68.4	3.3721	599.8	72.1941	325.5792314	867.32427	11.9123	2.4668	1.6745	75.3689	31.5782	6.326981355	7.979344661	1.7242	24.9	MI	Batch05	88
00077E9927	1145	34.24	106.36	99.25	104.4	478.62	446.625	469.8	248.5220564	248.5220564	23.98114	0.486	52.310445	0.505	76.291585	0.991	3.45763	2.35114	0.472	203.5693323	8.732984689	0.233251796	37.44016047	8.92522	4.62806	4.29716	4.29715	0.481461521	10.59169089	7.550266473	10.59044958	7.62613383	1.00E-05	2.33E-06	472	9.09634	5.63871	3.45763	2.82155	2.35114	3.996888235	2.941237017	1280.7976	1301.3622	0.0423	0.086	75.3	1.5233	668.6	20.1305	187.404	927.087	14.3066	1.2302	2.4954	41.9734	36.585	2.933848713	3.209858983	1.8744	25.2	MI	Batch05	87
00077E9BD1	1146	34.95	106.36	99.25	104.4	478.62	446.625	469.8	248.5220564	248.5220564	23.98114	0.486	52.310445	0.505	76.291585	0.991	4.50698	2.7912	0.509	171.4746346	6.699703538	0.187775068	35.67940938	9.81985	4.96144	4.85841	4.85836	0.494748901	11.16041766	7.838158519	11.10854961	7.896030257	5.00E-05	1.03E-05	509	11.13599	6.62901	4.50698	3.26641	2.7912	4.058896464	3.229421038	1279.164307	1296.385143	0.0463	0.1313	79.4	1.8269	575.7	32.2051	239.6622344	919.73551	16.4415	2.1585	2.1895	69.1205	33.4554	4.204026397	4.839354477	1.93	24.9	MI	Batch05	90
00077E7BCA	1147	31.02	84.74	72.68	69.47	381.33	327.06	312.615	202.5112752	202.5112752	16.52119	0.465	46.46375	0.58	62.98494	1.045	2.48945	1.71902	0.395	221.8298798	9.883757433	0.204256295	48.38899783	7.37922	4.08927	3.28995	3.28993	0.445837094	9.540898156	7.036220262	9.629642432	7.168492335	2.00E-05	6.08E-06	395	5.76075	3.27131	2.48945	1.9494	1.71902	3.356222427	2.896359554	1264.339413	1287.849598	0.0428	0.1572	76.8	2.9218	355.1	51.2241	293.046826	918.238046	9.9953	1.5713	2.0891	51.7822	34.5076	5.180654908	6.146984805	1.7674	26.1	MI	Batch05	85
00077E9B14	1148	31.84	97	81.78	96.58	436.5	368.01	434.61	221.2193241	221.2193241	18.372	0.435	37.07736	0.405	55.44936	0.84	2.93799	2.0381	0.443	214.1700604	9.148481745	0.234439629	39.02276158	8.07459	4.23281	3.84178	3.84178	0.475786387	10.01045205	7.227593415	10.073147	7.293220084	0	0	443	7.29	4.35201	2.93799	2.34645	2.0381	3.709441923	2.883067563	1266.510736	1285.865458	0.0429	0.2505	61.9	4.114	606.1	91.0693	384.0926372	894.652988	10.5249	2.6362	1.6483	78.6164	30.6653	7.469562656	9.96569777	1.7602	22.6	MI	Batch05	87
00077EAA6B	1149	33.94	100.83	79.7	99.27	453.735	358.65	446.715	251.333573	251.333573	15.22677	0.359	57.7246	0.611	72.95137	0.97	3.1802	2.21611	0.45	204.7438981	9.60223543	0.240472381	39.93072044	8.61786	4.53491	4.08295	4.08295	0.473777713	10.50917993	7.566095471	10.40649906	7.548997269	0	0	450	8.38141	5.20121	3.1802	2.67679	2.21611	3.886154685	2.870074139	1282.421291	1304.284265	0.0491	0.0659	72.4	1.3864	744.2	19.7304	152.9965054	932.463954	13.3043	0.8768	2.5708	30.6555	37.9676	2.304179852	2.466747133	1.7192	23.3	MI	Batch05	91
00077E99B6	1150	33.5	86.94	72.47	74.67	391.23	326.115	336.015	206.580965	206.580965	15.890165	0.449	51.491685	0.64	67.38185	1.089	3.25283	2.18751	0.452	178.8471824	7.716230865	0.21795558	35.40276822	8.54522	4.50314	4.04208	4.04199	0.473011812	10.37148103	7.4124847	10.36254802	7.522507971	9.00E-05	2.23E-05	452	8.18452	4.93169	3.25283	2.59837	2.18751	3.795987484	2.974002405	1290.320413	1311.022853	0.0473	0.1064	77.4	2.0919	545.9	30.8677	202.4876906	924.602268	15.4207	1.6412	2.2916	54.4579	35.0385	3.531480413	3.952095504	1.7307	26.7	MI	Batch05	89
00077E9570	1176	31.64	82.53	24.93	77.93	371.385	112.185	350.685	75.80232655	75.80232655	1.691635	0.15	50.63425	0.771	52.325885	0.921	2.56609	1.8274	0.414	203.231367	3.589111323	0.237677078	15.10078863	7.39753	3.96218	3.43535	3.43535	0.464391493	9.575385419	6.94277502	9.641582008	7.056218698	0	0	414	5.95229	3.38621	2.56609	1.97647	1.8274	3.426523044	2.808460107	1285.640838	1307.690996	0.0412	0.2883	73.2	4.3242	427.9	80.3904	401.6878392	903.637772	11.1767	3.2222	1.1595	84.9938	26.7141	7.604552328	10.68499591	1.8372	21.7	MI	Batch05	85
00077E9B80	1177	31.35	103.6	93.93	103.53	466.2	422.685	465.885	254.3909091	254.3909091	22.119565	0.499	33.23439	0.329	55.353955	0.828	3.24342	2.20314	0.428	211.6070699	9.529600069	0.212389394	44.86853084	8.54905	4.63049	3.91856	3.91841	0.458344494	10.36006871	7.858747357	10.36487003	7.628135648	0.00015	3.83E-05	428	7.9448	4.70138	3.24342	2.50816	2.20314	3.748867696	2.94436123	1287.175739	1306.006349	0.0439	0.4235	111.1	5.0419	398.4	77.0369	503.7322	945.6413	8.2947	3.5126	0.1617	73.9263	21.0839	8.912474231	15.45896154	1.9818	30.8	MI	Batch05	88
00077E9C16	1178	34.13	110.5	104.78	103.53	497.25	471.51	465.885	264.0902028	264.0902028	27.29502	0.61	38.82943	0.36	66.12445	0.97	4.74501	3.00983	0.469	165.2086663	6.762253324	0.187947981	35.97938793	10.70368	5.89161	4.81207	4.81206	0.449570615	11.68907461	8.730014535	11.59768985	8.604426464	1.00E-05	2.08E-06	469	12.51011	7.7651	4.74501	3.56851	3.00983	4.352012465	3.153008642	1279.7009	1299.4429	0.0502	0.2359	90.3	2.8398	370.3	56.3647	344.6084	927.91	16.136	3.8064	1.3002	103.962	27.6676	6.442860684	8.431903711	2.0433	28	MI	Batch05	89
00077EACCC	1179	35.98	119.79	91.02	108.58	539.055	409.59	488.61	338.3016136	338.3016136	14.58311	0.319	98.07858	0.89	112.66169	1.209	3.35917	2.23996	0.455	240.653851	12.23625064	0.213765972	57.24133975	8.18216	4.23404	3.94812	3.94812	0.482527841	10.09843426	7.200667741	10.14002244	7.294279665	0	0	455	7.43895	4.07978	3.35917	2.29843	2.23996	3.550058083	2.999312488	1314.91626	1334.944841	0.0459	0.3504	102.4	4.7292	191.9	72.0137	451.7031368	941.074372	10.9215	3.8271	0.8095	91.992	24.1261	8.423018816	12.96684709	2.0194	41.9	MI	Batch05	91
00077EA1C3	1180	32.13	97.57	76.41	89.92	439.065	343.845	404.64	273.0815692	273.0815692	12.890565	0.339	75.3911	0.811	88.281665	1.15	5.63372	3.29239	0.492	133.3575305	5.889431967	0.148116811	39.76207651	10.89359	5.82437	5.06922	5.06922	0.465339709	11.87515972	8.591873243	11.70012347	8.555185095	0	0	492	13.05126	7.41754	5.63372	3.49639	3.29239	4.242970607	3.422267714	1293.87689	1314.017781	0.0497	0.1551	88.5	2.4623	423.4	39.8311	255.4604796	909.627628	16.1055	2.4986	1.9821	71.1897	29.4839	4.420210487	5.231882354	1.7665	30.2	MI	Batch05	92
00077E7A97	1181	34.42	136.02	93.31	133.86	612.09	419.895	602.37	353.4454545	353.4454545	15.115505	0.32	70.17195	0.158	85.287455	0.478	3.385	2.36257	0.458	259.0780379	12.68644689	0.245013607	51.77854011	9.39474	4.9321	4.46264	4.46237	0.474986003	11.21733397	8.179693119	10.86543992	7.872648634	0.00027	6.05E-05	458	10.29977	6.91477	3.385	3.29049	2.36257	4.202881638	2.865523561	1249.40221	1270.853381	0.04	0.1822	93	2.3683	443.7	35.7169	283.3881832	953.054084	12.7811	2.3285	1.7071	61.8058	27.2345	4.835718365	5.912959455	2.0167	31.5	MI	Batch05	90
00077E8E18	1182	31.34	92.6	87.58	89.77	416.7	394.11	403.965	241.4454545	241.4454545	22.18719	0.64	27.29823	0.301	49.48542	0.941	3.27079	2.21379	0.464	188.2292358	8.968971633	0.226929111	39.52323089	8.54594	4.4051	4.14084	4.14084	0.484538857	10.39772727	7.365882664	10.36298457	7.440169299	0	0	464	8.31613	5.04534	3.27079	2.60003	2.21379	3.880985989	2.954923457	1283.207459	1304.321702	0.0529	0.1444	71	1.851	377.3	27.6374	238.4642632	907.381432	13.3153	1.9227	1.9502	53.4846	28.6803	4.016777692	4.694679002	1.8048	25.8	MI	Batch05	86
00077EA930	1183	34.09	100.66	97.06	99.97	452.97	436.77	449.865	259.0789197	259.0789197	22.3948	0.461	38.378405	0.39	60.773205	0.851	2.4589	1.7907	0.434	252.9569442	12.80169537	0.263796981	48.52858938	7.21902	3.7065	3.51252	3.51219	0.486518946	9.453125	6.676356589	9.524540975	6.824752939	0.00033	9.39E-05	434	5.87864	3.41973	2.4589	1.96446	1.7907	3.481597996	2.746300329	1300.428295	1321.542538	0.0368	0.2412	84.1	4.0747	237.5	74.1971	367.2836038	935.833248	11.4088	2.7518	1.6092	81.0592	30.1857	7.104971601	9.363428439	1.7988	25.3	MI	Batch05	91
00077E9B7A	1185	33.5	117.36	115.39	115.9	528.12	519.255	521.55	276.0789039	276.0789039	21.175865	0.509	15.282395	0.131	36.45826	0.64	3.19976	2.28705	0.615	230.9175576	10.48315712	0.322014903	32.55488185	7.26292	3.47833	3.78459	3.78457	0.521081053	9.606487148	6.515299878	9.553457199	6.611352653	2.00E-05	5.28E-06	467	6.16021	3.4056	2.75461	2.06157	1.93099	3.303889754	2.853054651	1306.2063	1326.3138	0.0422	0.3772	95.8	5.272	195.8	97.6232	469.2752	909.265	10.3818	3.9164	0.4954	94.9588	24.3073	9.146660502	14.6872274	1.8356	38.3	MI	Batch05	86
00077EA19C	1187	35.08	124.18	104	123.04	558.81	468	553.68	313.0713625	313.0713625	21.014925	0.399	78.908045	0.66	99.92297	1.059	4.46995	2.91303	0.519	191.8311861	8.509753026	0.223287497	38.11119367	10.16592	5.13729	5.02863	5.02861	0.494653706	11.31724219	7.980972516	11.30259786	8.03474269	2.00E-05	3.98E-06	519	12.11024	7.64029	4.46995	3.59337	2.91303	4.252437127	3.068935095	1301.47652	1320.08251	0.0435	0.0776	75.4	1.4722	692.8	16.8516	168.7947506	948.936058	16.764	1.3007	2.6038	43.5011	35.9216	2.594911716	2.813183473	1.7114	24.8	MI	Batch05	92
00077E9517	1188	33.18	91.6	77.63	91.12	412.2	349.335	410.04	216.8459591	216.8459591	16.68141	0.419	39.55235	0.461	56.23376	0.88	3.00377	2.07872	0.449	198.2951047	8.771238822	0.235395278	37.26174503	8.53591	4.45392	4.08199	4.08199	0.478213805	10.4726997	7.5	10.3569015	7.481283941	0	0	452	8.45878	5.54196	2.91682	2.79227	2.09584	3.969501517	2.783437667	1296.684635	1319.109159	0.0508	0.0582	74	1.9794	502.2	13.1567	128.2509128	964.285064	11.515	0.6699	2.6253	22.2451	36.204	1.931836735	2.051165964	1.7788	22.2	MI	Batch05	87
00077E9958	1189	31.53	94.72	94.72	89.58	426.24	426.24	403.11	234.4691614	234.4691614	29.326585	0.649	22.02475	0.239	51.351335	0.888	3.25384	2.34525	0.568	181.7460825	8.755194817	0.715627426	12.2342919	7.61357	2.64474	4.96883	4.96883	0.652628136	10.16582981	5.862182875	9.781356875	5.764961667	0	0	615	7.72512	4.52536	3.19976	2.69908	2.28705	3.353261111	2.798154828	1361.449953	1379.194902	0.0528	0.3866	67	4.7511	334.4	93.2863	472.36814	918.3503558	13.5229	5.2278	0.2171	111.0539	21.3027	8.212284347	13.38789165	1.4061	24.7	MI	Batch05	85
00077E9652	1190	34.3	115.85	107.51	115.24	521.325	483.795	518.58	294.0605072	294.0605072	23.95779	0.449	21.772325	0.191	45.730115	0.64	1.90746	1.50744	0.456	345.8346601	18.73085235	0.336476295	55.66767304	8.93821	4.22132	4.71689	4.71689	0.527721994	10.74794089	7.178415698	10.59815359	7.283314603	0	0	523	9.83451	6.23187	3.60264	3.08955	2.39432	4.034160315	3.009322062	1292.379426	1311.397219	0.0746	0.0931	79	1.5076	688.1	21.1177	175.495902	948.187326	12.2173	1.1374	2.4048	35.4711	33.2952	2.903350167	3.201391709	1.8518	26.1	MI	Batch05	87
00077E9B11	1191	31.5	95.91	82.06		431.595	369.27		233.3564168	233.3564168	18.354165	0.459	33.24764	0.361	51.601805	0.82	3.60264	2.39432	0.456	180.2578603	7.870007729	0.212058243	37.11248207	8.18132	4.23695	3.94437	3.94437	0.482119022	10.14865222	7.309064482	10.13950192	7.296785866	0	0	449	7.58709	4.58332	3.00377	2.4759	2.07872	3.702346621	2.890018858	1284.592614	1306.380715	0.0347	0.2913	94.2	4.2957	230.1	69.9424	393.564097	930.96649	10.43	3.0385	1.0586	76.7004	25.5356	7.353825503	10.37683826	1.869	29.8	MI	Batch05	85
00077EA316	1192	31.95	77.25	76.26	75.55	347.625	343.17	339.975	163.9530894	163.9530894	21.250425	0.529	15.331285	0.2	36.58171	0.729	3.00766	2.14635	0.46	161.9610036	6.623188913	0.261449407	25.33258344	6.23241	2.89913	3.33328	3.33314	0.534807562	8.753229974	5.801679587	8.849789482	6.035854707	0.00014	4.20E-05	456	4.64242	2.73496	1.90746	1.73948	1.50744	3.144571941	2.530727591	1348.15996	1370.996286	0.0366	0.1633	77.7	2.8573	361.2	48.628	284.5112812	951.182254	8.709	1.4222	2.0494	45.5076	33.4858	5.225353083	6.245210518	1.6428	22.5	MI	Batch04	94
00077E969C	1193	34.76	113.61	103.94	113.61	511.245	467.73	511.245	272.6330555	272.6330555	24.268195	0.449	25.04948	0.23	49.317675	0.679	3.63296	2.37591	0.634	215.1786053	9.117886309	0.264902122	34.4198311	8.19111	4.15424	4.03687	4.03686	0.492834305	10.20645467	7.247271001	10.14556672	7.225214146	1.00E-05	2.48E-06	460	7.72006	4.7124	3.00766	2.50251	2.14635	3.766138797	2.802581126	1323.077438	1344.715793	0.0491	0.2386	89.2	3.2979	312.6	58.6694	352.009471	956.049012	8.8547	2.1128	1.4838	57.368	27.7995	6.478819158	8.509173972	1.9523	27.8	NY	Batch07	187
00077E9584	1194	35.29	142.25	114.92	142.25	640.125	517.14	640.125	374.2197666	374.2197666	20.94592	0.349	43.40686	0.33	64.35278	0.679	3.05453	2.23859	0.526	285.9500847	14.88533478	0.312871349	47.57653531	7.85156	2.85801	4.99355	4.99354	0.635993357	9.88372093	5.792811839	9.933056572	5.992896869	1.00E-05	2.00E-06	634	8.16168	4.52872	3.63296	2.52898	2.37591	3.581459719	3.058162978	1341.3031	1358.3945	0.0481	0.189	88.4	2.5096	411.2	43.1007	296.8073	971.963	11.3687	2.1488	1.6449	60.2257	28.6641	5.297501034	6.532142431	1.583	26.2	NY	Batch07	188
00077E782C	1195	33.32	119.22	105.08	119.02	536.49	472.86	535.59	332.8922546	332.8922546	20.333195	0.399	28.70439	0.25	49.037585	0.649	3.43454	2.5031	0.651	214.3302305	11.77636858	0.345816973	34.0537611	7.98906	3.49775	4.49131	4.49118	0.562166262	10.19235527	6.802944087	10.01965512	6.629783014	0.00013	2.89E-05	526	8.03965	4.98512	3.05453	2.60359	2.23859	3.829420147	2.728976722	1358.679645	1377.435382	0.0562	0.4132	105.4	5.265	167.1	96.6242	498.1245208	944.6682856	11.4775	4.7421	0.2784	105.4712	22.2369	9.189387933	15.6592333	1.5414	32.9	NY	Batch07	188
00077E9A8B	1196	34.65	140.58	123.44	140.58	632.61	555.48	632.61	356.4274853	356.4274853	26.997435	0.459	29.66681	0.221	56.664245	0.68	4.89886	3.08504	0.548	205.0573088	8.840003484	0.211248009	41.8465647	8.32297	3.14081	5.18216	5.18201	0.622615485	10.24454567	6.174178854	10.22690205	6.282402605	0.00015	2.89E-05	651	9.28269	5.84815	3.43454	3.10375	2.5031	3.768441402	2.744229156	1339.25005	1355.722154	0.0526	0.45	80.8	5.0275	394	91.0979	526.3517172	948.7114384	10.7686	4.8458	0.0943	94.8649	19.5896	8.809399551	16.01690079	1.4969	25.3	NY	Batch07	191
00077E9A81	1197	38.61	153.17	119.6	153.17	689.265	538.2	689.265	360.1222086	360.1222086	24.82507	0.44	108.41893	1.063	133.244	1.503	4.05374	2.61784	0.583	263.2953122	10.79369874	0.240537509	44.87324574	10.25458	4.94362	5.31096	5.31091	0.517906145	11.41081715	7.882440794	11.35177752	7.881837419	5.00E-05	9.41E-06	548	12.57327	7.67441	4.89886	3.57812	3.08504	4.289632544	3.175881026	1327.195464	1343.330639	0.0579	0.1188	76.8	1.9365	541.1	31.0651	218.7726116	965.408162	20.1834	2.3971	2.2256	79.9179	34.7803	3.9595856	4.493227934	1.5903	22.3	NY	Batch07	198
00077E84F6	1198	37.58	123.38	112.06	123.38	555.21	504.27	555.21	299.2058988	299.2058988	25.47671	0.449	28.60875	0.24	54.08546	0.689	2.96463	2.27907	0.595	243.6125262	12.26241275	0.369945465	33.14654157	8.64325	3.66846	4.97479	4.97477	0.575567061	10.34390083	6.659170689	10.42181763	6.789641224	2.00E-05	4.02E-06	583	9.33719	5.28345	4.05374	2.82104	2.61784	3.74574625	3.097011276	1339.100303	1356.171393	0.0471	0.2756	90	3.8543	252.1	63.6905	381.3597654	954.925914	15.6303	4.3082	0.91	113.229	26.4434	7.244198768	10.00070658	1.6008	26.3	NY	Batch07	188
00077E9AD1	1199	36.18	148.52	109.73	143.97	668.34	493.785	647.865	391.0035534	391.0035534	19.272405	0.36	78.65261	0.57	97.925015	0.93	3.46132	2.44069	0.542	273.8323999	13.72509093	0.289357594	47.43297288	8.06762	3.13842	4.9292	4.92917	0.610981925	10.19721842	6.275079799	10.06879848	6.280011852	3.00E-05	6.09E-06	595	8.75707	5.79244	2.96463	3.005	2.27907	3.855201331	2.601613816	1330.377575	1346.774806	0.0687	0.093	79.5	1.4829	692.3	22.5151	175.3835922	962.7876	14.035	1.3046	2.2918	41.9767	33.9743	2.990858568	3.297359077	1.3467	23.5	NY	Batch07	190
00077E9AE1	1200	36.3	123.42	112.1	123.42	555.39	504.45	555.39	300.237183	300.237183	25.47362	0.449	28.618595	0.24	54.092215	0.689	4.63951	3.14463	0.656	176.6153729	7.862644489	0.293815147	26.76051442	8.50558	3.80625	4.69933	4.69933	0.552499653	10.36137711	6.896944824	10.33848493	6.915977744	0	0	542	8.93658	5.47526	3.46132	2.83079	2.44069	3.868361835	2.83634546	1315.328062	1332.174532	0.0398	0.234	85.4	3.882	249.6	70.6179	348.0411914	961.664502	14.4723	3.3865	1.4895	97.8522	29.4004	6.761344085	8.826805463	1.4421	25.1	NY	Batch07	199
00077E9A94	1201	39.33	179.33	136.42	178.97	806.985	613.89	805.365	463.9629026	463.9629026	24.36932	0.359	87.26993	0.53	111.63925	0.889	4.06065	2.68698	0.484	300.331599	13.88238156	0.220076094	63.07991629	9.76716	3.81264	5.95452	5.95427	0.609621425	11.15500415	6.906665282	11.07870716	6.921780642	0.00025	4.20E-05	656	12.71081	8.07129	4.63951	3.81343	3.14463	4.233086749	2.950750963	1336.554614	1352.165677	0.0453	0.1768	91	2.2853	456.4	40.7076	281.8907192	967.279992	17.466	3.0874	1.8708	86.1849	28.66	4.934438337	5.993970206	1.6225	28.4	NY	Batch07	196
00077E9F4B	1202	35.69	113.31	92.97	112.24	509.895	418.365	505.08	281.8071399	281.8071399	18.63035	0.41	58.159325	0.55	76.789675	0.96	4.09691	2.98504	0.598	170.8168065	8.357412658	0.331830741	25.18576984	9.87063	5.16085	4.70978	4.70978	0.477150901	11.2485609	8.110177297	11.13723461	8.053145583	0	0	484	11.2149	7.15426	4.06065	3.36888	2.68698	4.247263185	3.022463881	1259.6847	1278.2385	0.0501	0.1416	85.9	1.8011	589.2	31.6995	234.3825	931.383	16.546	2.3433	1.9721	68.3735	30.2375	4.132328055	4.81411985	1.9374	26	MI	Batch01	89
00077E9980	1203	37.92	113.31	92.97	112.24	509.895	418.365	505.08	281.8071399	281.8071399	18.63035	0.41	58.159325	0.55	76.789675	0.96	3.12955	2.39906	0.66	212.5394946	10.94073189	0.385084351	28.41126068	9.92844	4.12581	5.80263	5.80255	0.584437233	11.76048685	7.564116496	11.1698011	7.200448427	8.00E-05	1.38E-05	598	13.35881	9.2619	4.09691	4.1885	2.98504	4.422537901	2.744961542	1306.043785	1320.980989	0.0529	0.0863	63.2	1.3538	622.1	18.8776	175.3394	950.302	16.7924	1.449	2.4453	46.4205	34.0454	2.764375551	3.025437647	1.57	27	NY	Batch07	198
00077E7C66	1204	35.76	133.9	107.58	133.9	602.55	484.11	602.55	291.7027918	291.7027918	26.861315	0.589	48.166225	0.39	75.02754	0.979	4.35636	3.03322	0.656	198.6502792	8.135665832	0.312933504	25.99806579	8.08136	2.74823	5.33313	5.33237	0.659835721	10.1433341	5.940594059	10.07736894	5.876672248	0.00076	0.000142505	660	9.07491	5.94536	3.12955	3.12966	2.39906	3.799364787	2.608980184	1316.9912	1331.2494	0.0511	0.5799	77.7	5.789	591.3	98.2534	606.7377	921.695	11.1345	6.4574	-1.8019	108.302	16.5807	9.726705285	23.15580167	1.6585	23.3	NY	Batch07	191
00077E8185	1205	38.41	177.11	146.72	169.79	796.995	660.24	764.055	430.1392153	430.1392153	30.27945	0.429	118.853445	0.7	149.132895	1.129	4.65319	3.00226	0.585	265.4650164	11.23141644	0.240630621	46.67492606	10.43751	4.01356	6.42395	6.42358	0.615432225	11.71619294	7.505921619	11.45258132	7.101822473	0.00037	5.76E-05	665	15.21539	10.57435	4.64103	4.63759	3.29166	4.560278075	2.81987204	1301.088	1314.9805	0.0629	0.1719	86.6	1.8536	242.5	45.6168	271.6729	942.442	16.3536	2.8114	1.7819	80.8652	29.627	4.94479503	5.971348821	1.6608	29.5	NY	Batch07	188
00077E7683	1206	38.88	169.71	128.63	169.71	763.695	578.835	763.695	391.0237243	391.0237243	26.402885	0.442	55.10219	0.358	81.505075	0.8	2.42658	1.83696	0.588	415.7385027	19.57874148	0.357383245	54.78360207	10.44838	4.706	5.74238	5.74237	0.549594291	11.64852008	7.91384778	11.45854334	7.690080631	1.00E-05	1.74E-06	585	13.9743	9.32111	4.65319	4.26769	3.00226	4.368222622	3.09979149	1295.711284	1312.744937	0.042	0.1232	82.5	1.779	581	31.1568	219.8208364	961.664502	16.7379	2.0625	1.98	62.8978	31.6503	3.757807132	4.285934285	1.5627	23.4	NY	Batch07	
00077E98CA	1207	33.47	169.71	128.63	169.71	763.695	578.835	763.695	391.0237243	391.0237243	26.402885	0.442	55.10219	0.358	81.505075	0.8	6.86757	4.1368	0.617	184.6100851	6.917932035	0.204965724	33.75165323	6.86218	2.44338	4.4188	4.4188	0.643935309	9.443084455	5.507955936	9.286156207	5.541156795	0	0	588	6.39257	3.96599	2.42658	2.22951	1.83696	3.557723446	2.641951921	1353.850324	1372.83068	0.058	0.2179	93.8	3.0076	346.7	54.0429	314.8723638	967.654358	9.0021	1.9612	1.4723	50.3912	26.2931	5.597716088	7.156925961	1.4272	29.1	NY	Batch07	195
00077E9A99	1208	41.13	198.3	178.12	198.3	892.35	801.54	892.35	530.9729508	530.9729508	40.47827	0.54	27.845605	0.149	68.323875	0.689	5.62943	3.48246	0.631	256.2412777	11.45999036	0.227185567	50.44330277	12.61927	5.9115	6.70777	6.70777	0.531549765	12.73456295	8.929931836	12.59279253	8.618938443	0	0	617	19.76995	12.90238	6.86757	5.34326	4.1368	4.829403772	3.32023303	1299.979056	1314.991133	0.051	0.1718	98	1.7032	619.5	29.844	260.7016036	982.628998	24.1757	4.1541	1.6828	107.3737	26.2633	4.441389494	5.362893075	1.88	29.6	NY	Batch07	190
00077E8239	1209	39.46	163.25	130.37	154.35	816.25	651.85	771.75	354.5878051	486.4030248	31.87178	0.559	84.954725	0.551	116.826505	1.11	3.32826	2.37396	0.576	343.834774	12.94442691	0.310779334	41.65150472	10.66577	4.60469	6.06108	6.06108	0.568274021	11.63262099	7.476429918	11.57713344	7.606854876	0	0	631	14.42988	8.80045	5.62943	4.02587	3.48246	4.371949417	3.233019188	1322.216397	1336.404868	0.0743	0.1579	84.4	1.5785	681.8	39.0186	252.053749	961.290136	20.4902	3.235	1.6772	94.4871	29.8921	4.611331271	5.475862349	1.6513	24.4	NY	Batch07	193
