rfid	lga_mean_12_14	lga_mean_inactive_12_14	lga_mean_to_12_14	lga_loading_phase_intake_12_14	lga_titration_phase_12_14	lga_iti_median_12_14
933000320047127	121	1.333333333	23	26	52	184.5
933000320047011	133.6666667	1.666666667	37	42	55	160
933000320047339	96.33333333	3	9.666666667	6	48	223
933000320047885	103.6666667	0	1.333333333	18	48	212
933000320186975	29	1.666666667	4.666666667	3	11	59.5
933000320048535	129.3333333	0	7.666666667	20	59	121
933000320049173	82.66666667	2.666666667	4.333333333	2	66	141
933000320188169	110	4412	22	9	51	149
933000320188467	118.3333333	154	4.666666667	11	59	163.5
933000320188372	66.66666667	5.333333333	11.66666667	29	28	149
933000120124698	18.33333333	14	1	0.666666667	3.666666667	600
933000120138330	149.3333333	0				
933000120138385	11.66666667	0.666666667	0.333333333	1.333333333	3	600
933000120138656	144.6666667	1.666666667	21.66666667	6.333333333	22.33333333	145
933000120138434	0.666666667	1	0	0	2	
933000320046144	75.66666667	42	1.666666667	7	24	297
933000320047295	103.6666667	3.333333333	10	25	46	208
933000320047017	134.6666667	4	38	14	79	145
933000320047009	0	0	0	0	0	
933000320047940	4	7	0	0	3	2805
933000320187247	0.666666667	0	0	2	0	
933000320048763	110.6666667	0.333333333	7	22	48	193
933000320049151	49.33333333	0.333333333	4.333333333		47	156
933000320188154	50.33333333	0.333333333	20	15	22	443.5
933000320188613	80.66666667	0	16.33333333	9	40	225
933000320188751	108.6666667	0	7	18	47	199
933000320188653	144.3333333	2.666666667	25.66666667	13	69	140
933000120117318	4	0.666666667	0.333333333	2	1.333333333	550
933000120138324	280	0				
933000120138643	31.33333333	41.33333333				
933000120138673	98	1.666666667	27.33333333	2.666666667	16	233.3333333
933000120138407	2.666666667	7.333333333	0.333333333	0	0	200
933000320045657	87.66666667	3	19.33333333	12	43	245.5
933000320047147	119.6666667	5	3	21	52	181.5
933000320047167	19.66666667	0.666666667	0.666666667	1	26	171
933000320047006	116.3333333	756	15.33333333	28	54	191
933000320047892	100	4	4.333333333	25	42	208
933000320187244	47.66666667	1.333333333	2.333333333	0	37	281
933000320048762	94.33333333	0	10.66666667	17	44	237
933000320049174	107.3333333	0	23.33333333	6	46	70
933000320188264	112	0.333333333	8	20	38	188
933000320188743	70.66666667	2.666666667	23.33333333	15	30	74
933000320187994	5.333333333	6.666666667	0.333333333		4	2500
933000320188670						
933000120117321	121	0				
933000120138289	137	2.333333333				
933000120138640	0.333333333	1				
933000120138600	70.66666667	3.666666667	0	2.666666667	13	266.6666667
933000120138409	0.666666667	1.666666667	0	0	1	
933000320046148	106.3333333	1	32.66666667	19	49	199
933000320047135	133.6666667	0.666666667	5.333333333	15	59	157
933000320046842	114.3333333	0	2	23	50	190
933000320047164	89	32	2.333333333	6	45	214
933000320186803	111.3333333	0	9	24	50	190
933000320186955	0.666666667	0.666666667	0	2	0	206
933000320048759	120.3333333	0.666666667	38.33333333	21	53	172
933000320049039	71.66666667	0.666666667	4.333333333	4	31	286
933000320188162	49.66666667	0	6	8	14	202
933000320188099	101.3333333	3.333333333	5	20	46	219
933000320188351	68.33333333	0.333333333	1.333333333		35	225.5
933000320188649	3.333333333	1.333333333	1	1		255
933000120117320	143.6666667	5.666666667	17.33333333	9	21.66666667	166.6666667
933000120138288	137	0	6.333333333	5.666666667	21.33333333	150
933000120138395	1.666666667	12.66666667				
933000120138494	138.6666667	0.666666667	21.66666667	25	60	147
933000120138724	14.33333333	0.666666667				
933000320046135	29.33333333	4.666666667	0.333333333	3	23	449
933000320047143	93	8.666666667	6.333333333	15	17	192.5
933000320047154	71.66666667	1.333333333	31.33333333	21	31	326.5
933000320047914	132.3333333	8.666666667	16.33333333	23	38	157
933000320047883	100.3333333	0	10.66666667	23	43	217.5
933000320187351	0	0	0			
933000320048624	1.333333333	2.333333333	0	1	1	753
933000320049041	7.666666667	4	0	5	3	375.5
933000320188272	122.3333333	0.666666667	16.33333333	26	46	171
933000320188734	111	1.333333333	7	18	49	188
933000320188296	101.3333333	10.33333333	12.66666667	11	45	171
933000120117325	118	0	3	7	19.33333333	200
933000120138283	127	0	10.66666667	10	19.33333333	183.3333333
933000120138401	56.66666667	3.333333333				
933000120138496	10.33333333	9.333333333	0	0	7	1539
933000120138436	109.3333333	0				
933000320046390	46.66666667	7	8.333333333	4	12	341
933000320047280	112	1	5.333333333	25	45	186
933000320046831	68.66666667	41	93.66666667	9	25	274
933000320047907	70.33333333	0	2.666666667	21	31	299.5
933000320186781	85	0	4.333333333	1	46	212.5
933000320186964	52.66666667	2	18.66666667	0	42	73
933000320048613	120	0.666666667	10	27	51	176
933000320048809	116	0	16.66666667	20	50	187
933000320188267	157.3333333	4	600.6666667	21	78	93
933000320188739	109	0.666666667	28.33333333	15	48	195.5
933000320188288	14	2.666666667	0.666666667	4		481
933000120117307	95.66666667	0	7.333333333	8	19.33333333	150
933000120138291	91.66666667	0	7.666666667	7.333333333	13.66666667	250
933000120138564	134.6666667	1				
933000120138690	155.6666667	2	30.66666667	26	98	129
933000120138717	138.3333333	0				
933000320046609	111.6666667	0	1.333333333	18	56	194.5
933000320047119	116	5	17.33333333	24	55	192
933000320046832	44.66666667	1.666666667	4.666666667	0	71	79
933000320047853	93.66666667	434.3333333	10.33333333	25	37	229.5
933000320186811	112.6666667	0	8	24	58	199
933000320187229	105	0	12.33333333	24	45	203.5
933000320048765	120.6666667	0.666666667	12	18	60	178
933000320048788	145.6666667	2.666666667	16.66666667	26	64	152
933000320187896	145	0.333333333	9.666666667	35	61	145
933000320188475	0	0				
933000320188278	14.33333333	3	8.333333333	11	23	201.5
933000120117322	95.66666667	0	7.333333333			
933000120138302	76.66666667	4.333333333	18.66666667	4	10.33333333	300
933000120138679	128	11.33333333	15.33333333	15	62	162
933000120138682	11.66666667	5.666666667	2.333333333	3	4	54
933000120138708	49	0.333333333				
933000320046615	117	1.333333333	7	22	59	192.5
933000320047252	72.33333333	2.666666667	1	0	59	188
933000320047331	105.3333333	0.333333333	40.66666667	29	46	200
933000320047860	70.33333333	21.33333333	13.66666667	8	38	139
933000320186832	0	0	0	0	0	
933000320186988	20.66666667	0	6.333333333	0	12	334
933000320048605	81.33333333	0.333333333	0.666666667	3	49	216
933000320048817	98.66666667	0.333333333	10	22	41	220
933000320187887	101.3333333	0.666666667	10	18	31	201.5
933000320188356	21.33333333	6.666666667	2	9	16	389
933000320188359	92.33333333	0	22.33333333	9	44	233
933000320188662	93.33333333	2.666666667	6.666666667	1	47	119
933000120117324	166.6666667	0	15	7	25.33333333	126.6666667
933000120138281	0	1.666666667	0	0	0	
933000120138591						
933000120138686	109.6666667	0.666666667	15	16	52	191
933000120138730	70.33333333	7.666666667				
933000320045659	86.33333333	0	2	3	49	195.5
933000320047268	116.6666667	0.666666667	4	14	29	189.5
933000320047049	1.333333333	1.666666667	0.333333333	1	0	482
933000320047904	88	0	4.666666667	12	44	232
933000320186831	1.333333333	0	1	1	0	11275
933000320187158	58.33333333	4.666666667	4.666666667	4	38	277.5
933000320048612	96.33333333	0	1	13	49	219
933000320049044	21.66666667	0.666666667	15.33333333	3	16	259
933000320187899	132.6666667	1	11.66666667	26	57	165
933000320188568	109.3333333	0	5	26	47	182
933000320188281	99.33333333	5.666666667	2.333333333	5	52	191
933000320188638	121	1.333333333	1.333333333	6	54	172
933000120117308	20.66666667	5.666666667	3.666666667	1	8	500
933000120138298	0	1.666666667	0			
933000120138391	128	4.666666667	31	23	57	166
933000120138684	113.3333333	0	1.666666667	2	53	183
933000120138718	6	0				
933000320045674	61.66666667	1.666666667	5	9	36	261.5
933000320047293	53	3.666666667	9.666666667	4	51	55
933000320047333	6	0	1.333333333	6	1	690
933000320047911	72	1.666666667	15.66666667	8	63	182
933000320186827	10	3.666666667	0.333333333	6	16	364
933000320187167	17.66666667	1.666666667	12.66666667	1	0	246
933000320048333	86.66666667	0	19.33333333	14	38	254
933000320049050	12	0.333333333	0.333333333	2	7	1082
933000320187894	148	0.666666667	3.666666667	27	59	132
933000320187982	226.3333333	0.333333333	8.666666667	318	125	86
933000320188352	84.66666667	0.666666667	2	10	40	249
933000120117326	114	13	10	8	11	200
933000120138578	93.33333333	6.333333333	55.33333333	0	52	186
933000120138660						
933000120138623	0	0	1.666666667			
933000120138750	120.3333333	0	3.333333333	6.666666667	18.66666667	200
933000320045997	72.66666667	1	4.333333333	5	48	214
933000320047114	6.333333333	4.333333333	2	7	5	272
933000320047337	25.66666667	6	1.333333333	2	34	255.5
933000320047863	97.66666667	0.333333333	2.333333333	22	42	225
933000320047880	115.3333333	0	13.33333333	15	58	190
933000320187319	19.33333333	2.333333333	10.33333333	3	6	502
933000320048329	138	2	28.66666667	24	38	153
933000320048782	116.3333333	0	59	33	20	74
933000320187879	115	0.666666667	2.666666667	20	52	190
933000320187976	55.66666667	0.333333333	11.33333333	18	26	294
933000320188374	116.3333333	0	41	21	56	169.5
933000120117348	110.3333333	1.333333333	12.33333333	6.666666667	16.66666667	200
933000120138568	125.3333333	5.666666667	36.66666667	4	58	157
933000120138604	0	2	0	0	0	
933000120138424	93	0.333333333	10	24	46	237
933000120138734	87.66666667	0.666666667	4	0.666666667	16	250
933000320045990	94.33333333	0	5.333333333	12	57	175
933000320047283	10	4	0.666666667	4	11	357
933000320047346	86.66666667	7.333333333	19.33333333	13	52	207
933000320047922	5.666666667	0.333333333	2.333333333	2	6	893.5
933000320186802	96	0	10	13	47	213
933000320187311	1.333333333	0.333333333	0.333333333	0	0	4161
933000320048135	61.33333333	2.333333333	24.33333333	9	34	353
933000320049133	130.6666667	0	0.333333333	18	55	158
933000320188258	102	0.333333333	1.666666667	22	47	218
933000320188561	58.66666667	0	2.666666667	13	26	386
933000320188354	62.33333333	2	43.66666667	1	37	213
933000120117345	1.666666667	0.666666667	0	0.666666667	0.333333333	525
933000120138400	111.6666667	0	20	6	70	145.5
933000120138582	134	0	3.333333333	20	60	159
933000120138611	42.33333333	8.333333333	3.333333333	7	26	213
933000120138744	134.3333333	0.333333333	11.66666667	7	21	166.6666667
933000320045778	117	1	12	26	55	188
933000320047104	2.666666667	2	0.333333333	0	2	4015
933000320047031	0	0	0	0	0	
933000320047942	98.33333333	3.666666667	15.66666667	10	46	222.5
933000320186800	89.33333333	0	12	16	47	247
933000320187225	1.333333333	3.333333333	0	1	0	1097
933000320048775	84	1.666666667	2		56	199
933000320048780	101	0.333333333	5.666666667	7	56	178
933000320049195	126	17.33333333	58.66666667	29	82	139
933000320188601	151.3333333	0.666666667	44.33333333	35	42	102
933000320188375	20	1	1.333333333	4	15	490
933000120138305	120.6666667	0	31	10.33333333	18.33333333	200
933000120138403	145.6666667	0.333333333	27.66666667	20	66	143
933000120138594	0	0	3.333333333			
933000120138630	7	0	0	2	3	703.5
933000120138736	192.3333333	0.666666667	51.66666667	4.666666667	26.66666667	97.14285714
933000320045784	105.3333333	5.333333333	10.33333333	14	50	202
933000320046922	101.3333333	0	29.33333333	26	43	214
933000320047338	0	0	0	0	0	
933000320047673	123	5	12	29	50	167.5
933000320186819	117	0	26	28	54	116
933000320186883	27.33333333	1	1.666666667	1	29	374
933000320048344	99.33333333	0	4.666666667	18	47	218
933000320049147	15	12.66666667	30	2	4	336
933000320187883	57.33333333	0	6	6	32	170
933000320188000	109	1	11.66666667	28	47	206
933000320188756	9.666666667	1	1.666666667	3	16	763
933000320188630	0	0	0			
933000120138296	157.3333333	0	36.66666667	9	24	140
933000120138386	147	0.333333333	14.66666667	17	62	130.5
933000120138619	144.6666667	1	27.33333333	9	66	146
933000120138412	88.33333333	0	5.666666667	12	41	242
933000120138455	0.333333333	0	0	0	0	600
933000320045672	107.6666667	0.333333333	27.33333333	32	42	193.5
933000320046910	115.6666667	1.666666667	2.333333333	22	56	187.5
933000320047327	84.66666667	2	1.333333333	11	39	258
933000320047935	199.6666667	15.66666667	59.66666667	46	35	71.5
933000320047950	1.333333333	3	0	0	2	7758
933000320187172	90.66666667	2	1.666666667	4	46	224
933000320188493	0	4	0			
933000120138304	189	0.333333333	5.333333333	8.333333333	29.33333333	123.3333333
933000120138398	100.3333333	4	8	17	48	212.5
933000120138675	144.6666667	1	70.66666667	27	71	142
933000320046611	0	0.666666667	0			
933000320188654	156.6666667	2	30.66666667	28	60	105
933000320188641	60	1	6	15	25	377
933000320188628	110.3333333	1.333333333	1	19	49	166
933000320188640	120	0	6.333333333	22	53	176
933000320188660	123.6666667	0	7.333333333	24	53	172
933000320188627	158.6666667	2.666666667	12.33333333	19	75	130
933000320188441	132.3333333	0	12	14	61	158
933000320500078	57	0	8	10	25	340
933000320188720	113.3333333	1.333333333	18.33333333	21	48	118
933000320188705	74	1	8.333333333	6	50	180
933000320188709	59.66666667	1.333333333	3	4	41	177.5
933000320188445	121.3333333	1	224	26	48	179
933000320500085	56.66666667	1	3.333333333	5	40	113
933000320188717	108.6666667	0.666666667	3.333333333	7	33	195
933000320500100	104	0.666666667	7.666666667	20	45	199
933000320500092	30.66666667	7	4.333333333		16	198
933000320500099	131.3333333	0.666666667	14.33333333	22	60	117
933000320188673	15.66666667	1.333333333	0	2	7	754.5
933000320188488	110.6666667	2.666666667	8.666666667	13	47	186
933000320188494	115.6666667	0.333333333	9.333333333	20	50	191
933000320188500	58.33333333	2	9	5	45	203
933000320188496	96.66666667	1	0.333333333	15	47	225
933000320188672	94.33333333	0	11.66666667	6	46	198
933000320188486	2	1.666666667	0.333333333			1500
933000320188648	116.6666667	0	3.666666667	19	56	179
933000320188642	91	0.666666667	32	17	41	106
933000320188644	107.6666667	2	211.3333333	8	53	190
933000320188655						
933000320188650	6.5	7			9	92
933000320188652	97.33333333	0	2.666666667	16	42	223
933000320188647	122.3333333	0	1.666666667	9	38	172
933000320188713	145	0.666666667	8.666666667	11	80	144.5
933000320500083	119.6666667	5.333333333	22.33333333	7	70	156
933000320500082	70.66666667	0	1.666666667	10	29	307
933000320188704	89.66666667	0.333333333	4.666666667	14	40	249
933000320188440	107.3333333	0.666666667	8	13	33	194.5
933000320188443	51	0.333333333	1.666666667	4	30	325
933000320188448	86.33333333	0.333333333	15	24	34	193.5
933000320188450	119	0.333333333	13.66666667	27	57	182
933000320188721	11.66666667	6	4	1	6	1048.5
933000320188719	90.66666667	0.666666667	4	11	53	158
933000320188437	13.5	0			14	194
933000320499944	158.6666667	2	21.66666667	36	71	132
933000320500449						
933000320500441	20.33333333	7.666666667	2	4	9	195.5
933000320499945	22.66666667	3	0.333333333	1	47	191
933000320499766	68.66666667	0	32.66666667	6	34	278
933000320500450	35	9.333333333	94.66666667	3	88	35
933000320499775	69.66666667	0.333333333	13	4	34	306.5
933000320500444	131	1	4.666666667	9	62	152
933000320500428	110	0.333333333	9.333333333	14	61	169
933000320499686	107	0	8.666666667	19	48	191
933000320499751	61.33333333	1.333333333	1.666666667	5	31	296
933000320500435	131.6666667	0.666666667	17.66666667	7	62	157
933000320499758	145.3333333	0	6.666666667	20	71	143
933000320499696	100.3333333	0.333333333	2.333333333	15	43	207
933000320500430	150	0.666666667	21.66666667	26	84	139
933000320499823	82.33333333	2.666666667	17.33333333	10	43	104.5
933000320499680	92	0	0.333333333		73	131
933000320499811	101.6666667	0.333333333	29	15	49	209.5
933000320499684	39.33333333	6	10.33333333	4	29	308
933000320499809	96	1	84.33333333	26	24	265.5
933000320499807	101.6666667	0	3	16	46	213
933000320499683	155.3333333	0.666666667	6	31	71	136
933000320499820	93.66666667	0.666666667	4.666666667	10	48	193
933000320500013	3	2.333333333	0.333333333	2	4	1677.5
933000320500025	118.6666667	31.66666667	14.66666667	6	56	169
933000320500017	113	0.666666667	10	17	50	183.5
933000320499961	83	5	13.33333333	5	43	138
933000320500007	123.3333333	0.666666667	21.66666667	7	58	164
933000320499970	120.3333333	5.666666667	7.333333333	19	70	165
933000320499930	114.3333333	0	4	17	58	190
933000320500442	107	3.333333333	6.333333333	16	51	204
933000320499936	1.666666667	0.666666667	0.333333333	1	3	15361.5
933000320500438	96	2		2	33	203.5
933000320499769	95	8	2.333333333	16	50	197.5
933000320500439	2	0	2.333333333	2		366.5
933000320500443	113.3333333	2	33	19	49	199
933000320500431	97.66666667	10.66666667	1.666666667	16	47	226
933000320499697	3	0.333333333	0.666666667			120.5
933000320499760	102	1	41	22	45	221
933000320499695	89.33333333	3.666666667	22.66666667	7	56	190
933000320499757	0	0				
933000320499694	124.6666667	0	7	22	61	176
933000320500432	78.66666667	1	0.666666667	1	43	248
933000320499698	99	1	8.333333333	1	55	192
933000320499821	115.6666667	2.666666667	0.666666667	14	64	163
933000320499825	4.666666667	0.666666667	1	3	2	1081
933000320499816	35.33333333	2.333333333	14.66666667	9	38	110
933000320499822	118.3333333	0	2.666666667	22	55	191.5
933000320499808	64.66666667	1.333333333	4	7	41	239
933000320499676	123	0.666666667	3.666666667	21	59	170.5
933000320499806	123	1.333333333	4.333333333	14	58	166.5
933000320499690	78.66666667	6.666666667	6	15	40	212
933000320500009	3.333333333	1	0.666666667	2	3	4722
933000320500006	4.666666667	1	0	2	5	1160
933000320499966						
933000320499969	31.66666667	2.333333333	5	3	19	304
933000320500023	90	2	12.66666667	18	41	243
933000320500024	91.66666667	0	9.666666667	19	44	218.5
933000120138681	100.3333333	27.66666667	289.3333333	1	199	243
933000120138443	35.33333333	10.33333333	9	2	55	1071
933000120138699	167	23.66666667	72.66666667	2	131	37
933000120138613	49.33333333	23.33333333	4.666666667	3	69	711
933000120138610	33.66666667	1.333333333	4		62	997.5
933000120138422	98.66666667	9.666666667	41	2	145	273
933000120138429	132	35	25.33333333	18	221	245
933000120138408	53.66666667	2.666666667	2.666666667	3	82	694
933000120138710	38.66666667	2.333333333	1	1	72	877
933000120138729	59.33333333	22.66666667	18.66666667	6	155	161
933000120138723	198.3333333	7.333333333	104	3	367	34
933000120138720	46.66666667	5.333333333	22	1	85	695
933000120138721	91.33333333	13.66666667	157.6666667	2	212	35
933000120138706	62.66666667	11	12		119	457
933000120138751	18.66666667	8	10.33333333		50	216
933000120138733	25.66666667	14.33333333	9	4	27	577.5
933000120138445	87.66666667	0	50	10	132	370
933000120138441	17	0.333333333	8.666666667	8	23	1067
933000120138488	21.33333333	4	9.333333333	6	40	82
933000120138621	101.6666667	6	43	12	214	58.5
933000120138693	55	16.33333333	15.33333333	4	98	722.5
933000120138625	56	22.33333333	21	5	74	646
933000120138695	8	3	1.333333333		17	1378
933000120138626	45.66666667	1	3.666666667	6	74	790.5
933000120138617	0	1.666666667	0			
933000120138419	64.33333333	2.666666667	7	3	100	468
933000120138416	146.6666667	30.66666667	37.33333333	11	134	50
933000120138418	39.66666667	45.66666667	4	7	71	661.5
933000120138428	94.33333333	3.333333333	80.66666667		185	215
933000120138423	42.33333333	1	10	7	58	149
933000120138719	45.66666667	26.66666667	4	5	47	670.5
933000120138713	28.33333333	4.666666667	5.333333333	4	33	684
933000120138727	62.33333333	16.66666667	4.333333333	8	79	42
933000120138716	50	0	19	8	70	732
933000120138725	33	3.666666667				
933000120138433	51.66666667	10				
933000120138714	57	7				
933000120138742	49.66666667	5				
933000120138737	84.33333333	1.333333333				
933000120138741	98.66666667	5.333333333	150.6666667	5	184	35
933000120138755	64	2.666666667	31	16	66	124
933000120138752	50	6	7.666666667	5	78	520
933000120138739	66.33333333	10.66666667	48	12	88	244
933000120138452	35	7.666666667	36.33333333		49	77
933000320045738	60.66666667	9.666666667	8.666666667	7	99	675
933000320045747	94	12.66666667	17	5	163	314
933000320045669	144.3333333	39.33333333	39.33333333	4	194	68
933000320046133	86.66666667	7	7	7	140	426
933000320046134	74	12	29	5	123	504
933000320045780	70.66666667	5.666666667	7.333333333	9	105	542
933000320045728	10.33333333	3	2.333333333		26	404.5
933000320046620	51.66666667	2.666666667	50	2	104	185
933000320045748	11.33333333	0.333333333	0.333333333		22	1931
933000320046399	86.33333333	6.666666667	25	2	124	306.5
933000320046394	93	36.66666667	29.66666667	2	158	268.5
933000320046096	78	9	18	10	124	508
933000320046389	88	1	28.33333333	2	139	459
933000320046532	47.33333333	22	3.333333333	8	65	658
933000320046145	60.33333333	2	21	8	46	161
933000320046604	0.666666667	5.333333333	0		1	
933000320045732	32.66666667	22.33333333	6.666666667	2	46	954
933000320046544	69.66666667	7.333333333	14.33333333	9	109	532.5
933000320046128	117.6666667	90	65	10	178	79
933000320046095	60.66666667	10.66666667	27.33333333	2	79	216
933000320045743	74	10.66666667	16.66666667	5	131	542
933000320045782	60.66666667	37.66666667	31	3	84	385
933000320046150	205.3333333	23.33333333	339	6	355	47
933000320045673	10	5.666666667	1.666666667		17	3504
933000320045798	77.66666667	51	28	14	108	499.5
933000320045737	74.33333333	9.333333333	24.66666667	9	140	502
933000320046392	59	35	42	8	106	423.5
933000320046388	53	23	6.666666667	10	71	706.5
933000320045663	104.6666667	10.66666667	13	4	110	366
933000320045651	44.66666667	0	5.666666667	12	63	796
933000320046622	150	65.33333333	103	10	274	78
933000320045796	80.66666667	16.66666667	19.33333333	5	133	521
933000320045746	81	17.33333333	177.6666667	9	138	74
933000320046619	93	8.333333333	27.66666667	12	135	362
933000320046612	57.33333333	5	7.666666667	1	98	448
933000320046614	69.66666667	3.666666667	54.66666667	7	96	382
933000320046089	63.33333333	11	16	5	79	447
933000320045783	13	2.333333333	0.666666667	2	11	1334
933000320045995	16.66666667	11.66666667	3	2	38	1188
933000320046142	78	21.33333333	12	11	131	524
933000320045749	160.6666667	175.6666667	121.6666667	15	267	73
933000320045733	18.33333333	16	2.666666667	3	19	692
933000320046384	197	10.66666667	1352.333333	15	305	31
933000320046080	139.6666667	27.66666667	28.33333333	7	258	67
933000320045727	122.6666667	36.66666667	69.66666667	9	207	165
933000320045731	153	9.666666667	219.3333333	27	189	37.5
933000320046610	137.3333333	19.33333333	22.66666667	8	151	41
933000320046100	131.6666667	6.333333333	15.66666667	5	244	242.5
933000320045654	85.66666667	2	221.6666667	8	102	31
933000320046149	116.6666667	23	97	5	204	43
933000320046909	128.6666667	6.666666667	8.333333333	15	237	271
933000320046925	64	11	31	1	154	127
933000320047106	85.33333333	19	10.33333333	6	144	446
933000320046901	116.6666667	2.666666667	8	14	145	65
933000320046917	102	2	63.33333333	4	188	333
933000320046914	17.66666667	13.33333333	11.33333333		24	104.5
933000320047101	82.33333333	3	4.333333333	5	141	537.5
933000320046906	63.33333333	1.666666667	65.66666667	5	117	549
933000320047113	86	4	15.66666667	11	133	367
933000320047117	0	0.666666667	0			
933000320047485	58	33.33333333	14	5	96	518
933000320047454	0	2	0			
933000320047266	156.3333333	39	397.3333333	14	285	98
933000320047452	33.66666667	11	5	1	56	817.5
933000320047486	44.33333333	7.333333333	7.333333333	5	74	911
933000320047468	102.3333333	9.666666667	95	9	178	68.5
933000320047267	227	15	325	18	226	33
933000320047278	32.66666667	3.333333333	9.333333333	6	40	132
933000320047294	165	10.66666667	425.3333333	16	271	151
933000320046912	49.33333333	13.33333333	8.666666667	5	73	661
933000320047128	130	20.66666667	109	17	237	121
933000320047289	35.66666667	16	6	3	47	956.5
933000320047139	32.33333333	13.66666667	3	4	51	760
933000320047134	50.66666667	41.33333333	4	8	77	726
933000320046913	120.3333333	12.33333333	26.66666667	10	176	248.5
933000320047141	69.33333333	12	28	5	75	296
933000320047145	24.66666667	9.333333333	5	6	36	729
933000320047292	58	6.666666667	4	4	91	618
933000320047284	8.666666667	1.333333333	0.333333333	4	17	4982
933000320047148	135.6666667	89	146.3333333	5	205	31.5
933000320047138	58	9.333333333	11.66666667	3	92	596
933000320046924	67	12.33333333	1.666666667	8	108	526
933000320047123	56.66666667	13	11.33333333	7	130	126
933000320046908	152.6666667	10	164	1	297	46
933000320047124	21.66666667	7	5	4	24	577.5
933000320046921	49	15.66666667	7.333333333	10	76	245.5
933000320046903	225.6666667	8	640.6666667	14	349	62.5
933000320047107	58.33333333	12.33333333	6	3	68	627.5
933000320047480	73.33333333	5	10.66666667	7	113	570
933000320047451	178.3333333	16.66666667	809.6666667	9	353	26
933000320047478	184	49	90.33333333	32	162	56
933000320047489	205.3333333	7.666666667	794.6666667	18	326	26
933000320047253	80.66666667	26.33333333	90	6	108	367
933000320047118	163.6666667	6.666666667	74.66666667	7	240	68
933000320047458	139.3333333	2.666666667	406.3333333	8	243	106
933000320047484	22.66666667	6.333333333	0.333333333	4	31	1224
933000320047120	70.66666667	6.666666667	295.6666667	1	123	52
933000320047257	233	404.6666667	814.3333333	12	422	35
933000320047050	76	3	98	9	128	506
933000320046809	54.66666667	14.33333333	9.333333333	3	80	552
933000320047336	82	32.66666667	20	1	148	375
933000320046817	92	0.666666667	11.33333333		163	439
933000320047348	28	0	8	1	48	901
933000320047344	91.66666667	10.33333333	10.33333333	4	162	463
933000320047350	79	180	654.6666667		171	23
933000320046802	147.6666667	7	21.33333333	9	286	56
933000320046821	111	30.33333333	500.6666667	2	232	26.5
933000320047586	120.6666667	9.666666667	76.66666667	5	103	33
933000320047580	87.33333333	16.33333333	17.33333333	13	122	204
933000320047007	4.333333333	1	0		5	3969.5
933000320047022	30.66666667	4.666666667	5.666666667	4	32	923.5
933000320047596	84.66666667	7.333333333	156	5	43	40
933000320047587	67	4.666666667	12.33333333	6	67	596
933000320046820	1.333333333	2	0.666666667		1	23417
933000320047015	6.333333333	3	1.333333333	1	15	733
933000320047025	6.333333333	2.666666667	2	2	4	10891
933000320046843	30	1.333333333	5	4	29	1208
933000320047156	47	7.333333333	12.33333333	2	47	721.5
933000320046826	56.66666667	9	88.66666667	2	54	624
933000320047024	94.33333333	4.333333333	35.33333333	2	105	309
933000320047002	30.33333333	17.33333333	21.33333333	4	54	385
933000320047023	51.66666667	5	6	10	84	452
933000320047046	76.33333333	2.666666667	24	4	87	318.5
933000320046824	2.666666667	4.333333333	2			1805
933000320047033	5	2.666666667	0.666666667	3	6	6098
933000320047326	26	12.66666667	8.333333333	2	46	500
933000320046811	55.66666667	16	16	3	100	303.5
933000320046804	98.33333333	6.333333333	33.66666667	7	163	391.5
933000320047347	74.66666667	7	35	6	166	129
933000320047328	47.66666667	18.66666667	4	7	95	610.5
933000320046816	52.66666667	3.333333333	4.666666667	4	88	731
933000320047597	89	5.666666667	9.666666667	7	178	371.5
933000320046819	28	1	2.333333333	4	48	1318
933000320047018	36.33333333	9	3.333333333	4	55	948.5
933000320047594	33	9.333333333	12	4	42	270.5
933000320046806	61	17.66666667	7.666666667	6	93	694
933000320047585	64.33333333	84.33333333	5	6	107	614.5
933000320046805	44.33333333	6.333333333	6	4	75	777.5
933000320046844	74	6.666666667	37.33333333	5	110	508
933000320046840	46.33333333	7.333333333	14	7	69	638
933000320047151	49.33333333	7	8.666666667	2	88	651
933000320047168	33.66666667	5.333333333	16	1	44	972.5
933000320047170	91.33333333	3.666666667	12.33333333	4	90	439
933000320047004	97.33333333	16.33333333	24.66666667	3	177	462
933000320047173	88.66666667	3.666666667	50	8	144	402
933000320047908	91.66666667	12.33333333	13.66666667	9	146	272
933000320047868	105.6666667	8	39	9	164	99
933000320047856	179	9	830.6666667	16	189	29
933000320047916	74.33333333	3.333333333	8	7	119	414.5
933000320047901	111	0	62.66666667	23	152	175
933000320047858	78	6.333333333	19	9	158	82
933000320047917	46.33333333	1.666666667	4.333333333	2	82	570.5
933000320047877	76.33333333	6	120	3	146	436
933000320047938	114.3333333	8	245	15	203	62
933000320047934	28.66666667	0.333333333	4.333333333	4	33	783
933000320047671	63	12.33333333	32.33333333	10	42	128.5
933000320186794	110.3333333	37.33333333	131	9	210	67
933000320186795	59.66666667	4.666666667	87.33333333	3	114	215
933000320047886	39	1.333333333	3.333333333	3	68	876
933000320047891	68.33333333	4.666666667	53		140	483
933000320047675	71	8	31.66666667	5	73	640
933000320186853	74.33333333	0	41.33333333	7	34	253.5
933000320186820	12	12.66666667	6.666666667	1	24	1939
